image,x,y,degree,label,prob,n_gt_nets
circuit_1079.jpg,844,461,3,1,0.0053,3
circuit_1079.jpg,324,467,4,1,0.0058,2
circuit_1079.jpg,514,471,4,1,0.0593,3
circuit_1079.jpg,490,471,3,1,0.0057,3
circuit_1079.jpg,876,500,3,1,0.0791,3
circuit_1079.jpg,272,529,3,0,0.0007,1
circuit_1079.jpg,877,554,4,1,0.0052,3
circuit_1079.jpg,850,555,4,1,0.0006,3
circuit_1079.jpg,314,588,3,1,0.0777,2
circuit_1079.jpg,88,606,4,0,0.0274,1
circuit_1079.jpg,112,607,3,0,0.0214,1
circuit_1079.jpg,775,616,4,1,0.003,2
circuit_1079.jpg,594,634,3,0,0.0011,1
circuit_1079.jpg,512,636,4,0,0.075,1
circuit_1079.jpg,772,642,3,1,0.0994,2
circuit_1079.jpg,597,654,3,0,0.0828,1
circuit_1079.jpg,513,671,3,0,0.0003,1
circuit_1079.jpg,770,676,3,1,0.072,2
circuit_1079.jpg,601,684,3,0,0.0605,1
circuit_1079.jpg,603,694,3,0,0.0643,1
circuit_1079.jpg,194,702,3,1,0.0803,2
circuit_1079.jpg,609,727,4,0,0.0012,1
circuit_1079.jpg,658,723,3,1,0.0602,2
circuit_1079.jpg,835,728,3,0,0.0004,1
circuit_1079.jpg,652,733,4,1,0.2912,2
circuit_1079.jpg,533,770,3,0,0.055,1
circuit_1079.jpg,309,772,3,1,0.0523,2
circuit_1079.jpg,192,788,3,1,0.007,2
circuit_1079.jpg,650,791,4,0,0.0055,1
circuit_1079.jpg,771,793,4,0,0.0003,1
circuit_1079.jpg,310,794,4,1,0.6538,2
circuit_1079.jpg,530,793,4,0,0.0026,1
circuit_1079.jpg,810,795,4,0,0.0108,1
circuit_1079.jpg,881,796,4,0,0.3227,1
circuit_1087.jpg,3,286,4,1,0.0003,2
circuit_1087.jpg,634,343,3,0,0.0001,1
circuit_1087.jpg,345,345,4,1,0.0002,3
circuit_1087.jpg,874,426,3,0,0.0004,1
circuit_1087.jpg,641,436,4,0,0.5799,1
circuit_1087.jpg,195,444,4,1,0.0002,2
circuit_1087.jpg,394,444,3,1,0.0004,3
circuit_1087.jpg,348,445,4,1,0.7544,3
circuit_1087.jpg,871,585,3,0,0.0008,1
circuit_1087.jpg,598,600,4,0,0.0077,1
circuit_1087.jpg,401,605,4,1,0.9273,2
circuit_1087.jpg,196,618,3,1,0.0002,2
circuit_1087.jpg,2,738,4,1,0.0004,2
circuit_1087.jpg,1022,740,3,1,0.0009,2
circuit_1093.jpg,336,323,4,0,0.0101,1
circuit_1093.jpg,454,323,4,0,0.0122,1
circuit_1093.jpg,634,324,4,1,0.0043,3
circuit_1093.jpg,825,323,3,1,0.0005,3
circuit_1093.jpg,594,326,3,1,0.0005,3
circuit_1093.jpg,139,327,3,0,0.0001,1
circuit_1093.jpg,139,475,4,1,0.9409,3
circuit_1093.jpg,168,478,3,1,0.0053,3
circuit_1093.jpg,184,480,3,1,0.0031,3
circuit_1093.jpg,244,483,3,1,0.0041,3
circuit_1093.jpg,340,489,4,1,0.9967,3
circuit_1093.jpg,836,490,4,1,0.937,3
circuit_1093.jpg,411,503,4,1,0.2506,3
circuit_1093.jpg,459,495,4,1,0.4669,3
circuit_1093.jpg,636,496,4,1,0.5704,3
circuit_1093.jpg,399,523,4,1,0.9285,3
circuit_1093.jpg,377,529,3,1,0.5425,3
circuit_1093.jpg,137,650,3,1,0.0001,2
circuit_1093.jpg,506,657,3,1,0.0087,3
circuit_1093.jpg,340,661,4,1,0.0634,3
circuit_1093.jpg,494,661,3,1,0.0014,3
circuit_1093.jpg,308,662,3,1,0.0012,3
circuit_1093.jpg,408,662,3,1,0.0041,3
circuit_1093.jpg,452,663,4,1,0.0138,3
circuit_1093.jpg,512,665,4,1,0.2257,3
circuit_1093.jpg,573,668,4,1,0.1021,3
circuit_1093.jpg,636,668,4,1,0.0187,3
circuit_1093.jpg,832,670,3,1,0.0006,3
circuit_1094.jpg,611,378,4,1,0.0002,2
circuit_1094.jpg,538,428,4,1,0.6044,2
circuit_1094.jpg,515,424,4,1,0.0175,2
circuit_1094.jpg,551,421,3,1,0.4197,2
circuit_1094.jpg,581,430,4,1,0.0019,2
circuit_1094.jpg,552,430,4,1,0.6182,2
circuit_1094.jpg,613,434,4,1,0.1399,2
circuit_1094.jpg,514,436,4,1,0.0047,2
circuit_1094.jpg,792,471,4,1,0.0056,2
circuit_1094.jpg,614,475,4,1,0.8714,2
circuit_1094.jpg,311,476,3,0,0.0001,1
circuit_1094.jpg,788,588,4,1,0.0011,2
circuit_1094.jpg,614,594,3,1,0.0022,2
circuit_1094.jpg,570,596,4,1,0.0002,2
circuit_1097.jpg,2,286,4,0,0.0002,1
circuit_1097.jpg,492,289,4,0,0.0165,1
circuit_1097.jpg,488,302,4,0,0.0381,1
circuit_1097.jpg,777,349,4,0,0.0002,1
circuit_1097.jpg,542,363,4,0,0.0003,1
circuit_1097.jpg,226,374,3,0,0.002,1
circuit_1097.jpg,796,478,3,0,0.0112,1
circuit_1097.jpg,576,544,3,0,0.0004,1
circuit_1097.jpg,579,562,3,0,0.0438,1
circuit_1097.jpg,802,565,4,0,0.0007,1
circuit_1097.jpg,250,574,3,0,0.0386,1
circuit_1097.jpg,251,582,3,0,0.0138,1
circuit_1097.jpg,582,587,4,0,0.4483,1
circuit_1097.jpg,585,610,3,0,0.0024,1
circuit_1097.jpg,2,738,3,0,0.0004,1
circuit_1097.jpg,1022,740,3,0,0.0004,1
circuit_1111.jpg,865,117,3,0,0.003,1
circuit_1111.jpg,150,148,3,0,0.0022,1
circuit_1111.jpg,210,152,4,0,0.0089,1
circuit_1111.jpg,865,182,3,0,0.078,1
circuit_1111.jpg,682,196,4,0,0.0167,1
circuit_1111.jpg,418,197,3,0,0.0008,1
circuit_1111.jpg,460,198,3,0,0.0083,1
circuit_1111.jpg,966,223,3,1,0.0003,2
circuit_1111.jpg,866,225,4,0,0.0108,1
circuit_1111.jpg,267,237,3,0,0.0002,1
circuit_1111.jpg,575,478,3,1,0.071,2
circuit_1111.jpg,362,536,3,1,0.0001,2
circuit_1111.jpg,384,538,3,1,0.003,2
circuit_1111.jpg,424,542,3,1,0.0034,2
circuit_1111.jpg,452,544,3,1,0.007,2
circuit_1111.jpg,466,547,4,1,0.0126,2
circuit_1111.jpg,580,549,4,1,0.9889,2
circuit_1111.jpg,594,550,3,1,0.5171,2
circuit_1111.jpg,754,550,3,0,0.0184,1
circuit_1111.jpg,674,551,3,1,0.0002,2
circuit_1111.jpg,963,571,3,1,0.028,2
circuit_1111.jpg,252,585,4,0,0.0054,1
circuit_1111.jpg,746,612,4,0,0.0002,1
circuit_1111.jpg,432,614,3,1,0.0001,2
circuit_1111.jpg,465,613,3,1,0.0002,2
circuit_1111.jpg,961,704,3,1,0.1228,2
circuit_1111.jpg,798,810,3,0,0.0038,1
circuit_1111.jpg,836,813,3,0,0.0008,1
circuit_1111.jpg,604,868,3,1,0.0006,2
circuit_1111.jpg,674,868,4,0,0.0073,1
circuit_1111.jpg,836,886,3,0,0.0,1
circuit_1111.jpg,956,888,4,1,0.001,2
circuit_1121.jpg,416,386,4,1,0.0025,2
circuit_1121.jpg,635,385,3,1,0.0002,2
circuit_1121.jpg,648,619,3,1,0.3826,3
circuit_1121.jpg,416,622,4,1,0.9943,3
circuit_1122.jpg,121,350,3,0,0.0001,1
circuit_1122.jpg,296,353,3,1,0.0055,2
circuit_1122.jpg,331,356,3,1,0.037,2
circuit_1122.jpg,520,357,4,1,0.0034,2
circuit_1122.jpg,670,357,4,1,0.0937,2
circuit_1122.jpg,525,402,3,1,0.0017,2
circuit_1122.jpg,680,464,3,1,0.0387,3
circuit_1122.jpg,818,496,4,1,0.945,3
circuit_1122.jpg,683,501,3,1,0.9796,3
circuit_1122.jpg,670,502,3,1,0.4527,3
circuit_1122.jpg,660,503,3,1,0.0049,3
circuit_1122.jpg,528,507,4,1,0.9935,3
circuit_1122.jpg,455,512,4,1,0.0714,3
circuit_1122.jpg,130,511,4,1,0.9788,2
circuit_1122.jpg,330,510,4,1,0.9957,2
circuit_1122.jpg,40,518,3,1,0.0001,2
circuit_1122.jpg,450,527,4,1,0.5411,3
circuit_1122.jpg,903,526,3,1,0.0004,3
circuit_1122.jpg,438,532,3,1,0.5181,3
circuit_1122.jpg,426,535,4,1,0.0058,3
circuit_1122.jpg,686,643,3,1,0.1843,3
circuit_1122.jpg,664,643,4,1,0.0015,3
circuit_1122.jpg,524,655,4,0,0.0116,1
circuit_1122.jpg,329,657,3,0,0.0047,1
circuit_1122.jpg,176,664,3,1,0.0018,2
circuit_1122.jpg,136,665,3,1,0.0003,2
circuit_1124.jpg,338,252,3,1,0.0299,2
circuit_1124.jpg,488,253,4,1,0.1565,2
circuit_1124.jpg,680,256,3,1,0.0475,2
circuit_1124.jpg,816,255,3,1,0.0064,2
circuit_1124.jpg,901,258,3,1,0.0007,2
circuit_1124.jpg,490,296,3,1,0.0109,2
circuit_1124.jpg,332,442,4,1,0.9808,3
circuit_1124.jpg,676,440,4,1,0.9526,3
circuit_1124.jpg,487,442,5,1,0.9678,3
circuit_1124.jpg,532,442,3,1,0.0025,3
circuit_1124.jpg,152,447,4,1,0.0016,3
circuit_1124.jpg,896,447,4,1,0.9872,2
circuit_1124.jpg,977,447,3,1,0.0005,2
circuit_1124.jpg,104,451,4,1,0.9851,3
circuit_1124.jpg,82,453,3,1,0.0003,3
circuit_1124.jpg,970,604,3,1,0.0002,2
circuit_1124.jpg,491,620,3,1,0.0269,2
circuit_1124.jpg,888,636,4,0,0.003,1
circuit_1124.jpg,672,645,4,0,0.2333,1
circuit_1124.jpg,492,652,4,1,0.6107,2
circuit_1124.jpg,245,656,5,1,0.0001,2
circuit_1124.jpg,331,655,3,1,0.3237,2
circuit_1127.jpg,316,366,3,1,0.0002,2
circuit_1127.jpg,505,366,3,1,0.0003,2
circuit_1127.jpg,411,444,3,1,0.0005,2
circuit_1127.jpg,445,449,3,1,0.0001,2
circuit_1127.jpg,321,470,4,1,0.9744,2
circuit_1127.jpg,447,468,3,1,0.0003,2
circuit_1127.jpg,508,468,3,1,0.9945,2
circuit_1127.jpg,610,467,3,1,0.0024,2
circuit_1127.jpg,642,467,3,1,0.002,2
circuit_1127.jpg,209,478,3,1,0.0001,2
circuit_1127.jpg,646,488,3,1,0.0886,2
circuit_1127.jpg,618,603,3,1,0.0022,3
circuit_1127.jpg,512,607,4,1,0.9972,3
circuit_1127.jpg,330,617,4,1,0.0062,2
circuit_1127.jpg,211,623,3,1,0.0001,2
circuit_113.jpg,375,151,3,0,0.0006,1
circuit_113.jpg,340,155,3,0,0.0011,1
circuit_113.jpg,584,159,4,0,0.0003,1
circuit_113.jpg,226,170,3,1,0.0018,2
circuit_113.jpg,208,171,4,1,0.0002,2
circuit_113.jpg,989,211,3,0,0.0054,1
circuit_113.jpg,964,210,3,0,0.003,1
circuit_113.jpg,920,215,3,0,0.0019,1
circuit_113.jpg,776,226,3,0,0.0081,1
circuit_113.jpg,580,228,4,0,0.0121,1
circuit_113.jpg,382,246,4,0,0.0146,1
circuit_113.jpg,212,248,4,1,0.0089,2
circuit_113.jpg,190,252,3,1,0.0008,2
circuit_113.jpg,103,261,4,1,0.0005,2
circuit_113.jpg,225,307,4,0,0.0003,1
circuit_113.jpg,578,311,4,1,0.0001,2
circuit_113.jpg,531,386,3,1,0.0006,2
circuit_113.jpg,500,393,3,1,0.0011,2
circuit_113.jpg,486,396,3,1,0.001,2
circuit_113.jpg,468,400,3,1,0.0003,2
circuit_113.jpg,459,402,3,1,0.0001,2
circuit_113.jpg,453,458,3,1,0.1036,2
circuit_113.jpg,849,482,3,0,0.0851,1
circuit_113.jpg,992,484,3,0,0.1351,1
circuit_113.jpg,988,517,3,0,0.0219,1
circuit_113.jpg,678,530,4,0,0.0015,1
circuit_113.jpg,850,532,4,0,0.0006,1
circuit_113.jpg,478,553,3,1,0.0024,2
circuit_113.jpg,450,557,4,1,0.9674,2
circuit_113.jpg,378,561,3,1,0.0023,2
circuit_113.jpg,400,561,4,1,0.0075,2
circuit_113.jpg,262,574,3,0,0.0004,1
circuit_113.jpg,676,592,3,0,0.0,1
circuit_113.jpg,445,666,3,1,0.0855,2
circuit_113.jpg,398,673,4,1,0.0014,2
circuit_113.jpg,180,685,3,0,0.002,1
circuit_113.jpg,102,694,3,0,0.0031,1
circuit_113.jpg,66,698,3,0,0.0005,1
circuit_113.jpg,443,736,3,1,0.0761,2
circuit_113.jpg,220,741,3,0,0.0,1
circuit_113.jpg,770,757,3,0,0.0005,1
circuit_113.jpg,632,773,3,0,0.0002,1
circuit_113.jpg,618,833,4,0,0.0082,1
circuit_113.jpg,494,838,4,1,0.0004,2
circuit_113.jpg,439,840,4,1,0.0002,2
circuit_113.jpg,964,844,3,0,0.0008,1
circuit_113.jpg,823,858,4,0,0.0293,1
circuit_113.jpg,844,856,3,0,0.0016,1
circuit_113.jpg,834,858,4,0,0.0212,1
circuit_1133.jpg,431,67,4,0,0.0036,1
circuit_1133.jpg,256,71,4,0,0.0016,1
circuit_1133.jpg,613,74,4,0,0.0503,1
circuit_1133.jpg,85,75,4,0,0.0002,1
circuit_1133.jpg,662,75,3,0,0.0003,1
circuit_1133.jpg,798,106,3,0,0.0163,1
circuit_1133.jpg,260,114,3,0,0.0259,1
circuit_1133.jpg,261,124,3,0,0.0324,1
circuit_1133.jpg,432,150,3,0,0.0385,1
circuit_1133.jpg,622,158,3,0,0.0325,1
circuit_1133.jpg,626,214,3,0,0.0241,1
circuit_1133.jpg,257,245,4,0,0.0051,1
circuit_1133.jpg,626,250,3,1,0.1922,2
circuit_1133.jpg,426,258,4,1,0.1265,2
circuit_1133.jpg,78,256,3,0,0.0994,1
circuit_1133.jpg,218,264,3,0,0.0059,1
circuit_1133.jpg,799,264,3,0,0.1401,1
circuit_1133.jpg,252,268,4,1,0.9602,2
circuit_1133.jpg,619,269,4,1,0.9701,2
circuit_1133.jpg,410,270,4,0,0.9126,1
circuit_1133.jpg,73,284,3,0,0.0533,1
circuit_1133.jpg,258,287,4,0,0.0956,1
circuit_1133.jpg,417,295,4,0,0.0023,1
circuit_1133.jpg,440,304,3,0,0.0004,1
circuit_1133.jpg,626,364,3,0,0.0314,1
circuit_1133.jpg,74,426,3,1,0.0149,2
circuit_1133.jpg,261,428,3,0,0.0002,1
circuit_1133.jpg,630,450,3,0,0.0318,1
circuit_1133.jpg,256,452,3,0,0.0387,1
circuit_1133.jpg,440,484,3,0,0.001,1
circuit_1133.jpg,805,488,4,0,0.0395,1
circuit_1133.jpg,431,490,3,1,0.0045,2
circuit_1133.jpg,623,500,3,0,0.8733,1
circuit_1133.jpg,752,495,3,0,0.0007,1
circuit_1133.jpg,252,504,4,0,0.0051,1
circuit_1133.jpg,431,513,4,1,0.8365,2
circuit_1133.jpg,619,523,3,0,0.416,1
circuit_1133.jpg,633,524,4,0,0.7125,1
circuit_1133.jpg,73,548,3,1,0.0048,2
circuit_1133.jpg,243,622,3,1,0.0004,2
circuit_1133.jpg,429,689,4,0,0.0472,1
circuit_1133.jpg,627,690,3,0,0.0199,1
circuit_1133.jpg,426,710,4,1,0.9925,3
circuit_1133.jpg,625,711,4,1,0.6314,3
circuit_1133.jpg,784,708,3,1,0.0103,2
circuit_1133.jpg,810,709,3,1,0.032,2
circuit_1133.jpg,236,712,4,1,0.0608,2
circuit_1133.jpg,431,728,3,0,0.6358,1
circuit_1133.jpg,236,858,3,1,0.0033,2
circuit_1133.jpg,636,864,4,1,0.4001,3
circuit_1133.jpg,812,868,4,1,0.0007,2
circuit_1133.jpg,786,870,3,1,0.0067,2
circuit_1133.jpg,631,876,4,1,0.355,3
circuit_1133.jpg,522,880,3,1,0.0015,2
circuit_1133.jpg,435,884,4,1,0.1462,2
circuit_1133.jpg,69,907,3,1,0.019,2
circuit_1133.jpg,72,940,4,1,0.0009,2
circuit_1133.jpg,116,944,3,1,0.0042,2
circuit_1133.jpg,126,945,3,1,0.0098,2
circuit_1133.jpg,814,946,4,1,0.0051,2
circuit_1133.jpg,642,947,4,1,0.0113,2
circuit_1133.jpg,433,950,4,1,0.0088,2
circuit_1133.jpg,215,952,3,1,0.0026,2
circuit_1133.jpg,240,954,3,1,0.0415,2
circuit_1134.jpg,853,66,3,1,0.0001,7
circuit_1134.jpg,422,68,4,1,0.0667,7
circuit_1134.jpg,810,68,4,1,0.0014,7
circuit_1134.jpg,634,68,3,1,0.0436,7
circuit_1134.jpg,238,72,4,1,0.0174,7
circuit_1134.jpg,854,104,3,1,0.097,7
circuit_1134.jpg,227,203,4,1,0.0019,7
circuit_1134.jpg,412,209,3,1,0.0008,7
circuit_1134.jpg,625,227,4,1,0.1369,7
circuit_1134.jpg,218,233,4,1,0.9323,7
circuit_1134.jpg,242,239,4,1,0.1943,7
circuit_1134.jpg,400,236,4,1,0.6821,7
circuit_1134.jpg,109,242,4,1,0.0304,7
circuit_1134.jpg,420,241,4,1,0.1695,7
circuit_1134.jpg,617,246,4,1,0.941,7
circuit_1134.jpg,859,250,4,1,0.0147,7
circuit_1134.jpg,421,364,3,1,0.0713,7
circuit_1134.jpg,614,387,4,1,0.0008,7
circuit_1134.jpg,415,390,4,1,0.001,7
circuit_1134.jpg,680,408,3,1,0.002,7
