image,x,y,degree,label,prob,n_gt_nets_on_node
circuit_1076.jpg,938,330,3,0,0.3106,1
circuit_1076.jpg,963,333,3,0,0.6616,1
circuit_1076.jpg,969,358,3,0,0.1694,1
circuit_1076.jpg,494,364,4,0,0.3042,1
circuit_1076.jpg,420,365,3,0,0.4936,1
circuit_1076.jpg,973,378,3,0,0.0805,1
circuit_1076.jpg,978,404,3,0,0.2142,1
circuit_1076.jpg,698,433,3,0,0.5781,1
circuit_1076.jpg,710,434,3,0,0.4749,1
circuit_1076.jpg,758,438,3,0,0.558,1
circuit_1076.jpg,777,441,3,0,0.5143,1
circuit_1076.jpg,596,444,3,0,0.2218,1
circuit_1076.jpg,419,504,4,0,0.5363,1
circuit_1076.jpg,364,506,4,0,0.5449,1
circuit_1076.jpg,446,506,3,0,0.0863,1
circuit_1076.jpg,588,510,3,0,0.6145,1
circuit_1076.jpg,991,534,4,0,0.7453,1
circuit_1076.jpg,918,535,3,0,0.3455,1
circuit_1076.jpg,786,540,3,0,0.3073,1
circuit_1076.jpg,78,562,3,0,0.0232,1
circuit_1076.jpg,90,561,3,0,0.0627,1
circuit_1076.jpg,238,564,4,0,0.1253,1
circuit_1076.jpg,611,570,4,0,0.2374,1
circuit_1076.jpg,220,613,3,0,0.3584,1
circuit_1076.jpg,987,616,3,0,0.5794,1
circuit_1076.jpg,984,670,3,0,0.567,1
circuit_1076.jpg,536,691,3,0,0.7299,1
circuit_1076.jpg,733,694,3,0,0.5332,1
circuit_1076.jpg,538,718,3,0,0.6808,1
circuit_1076.jpg,536,767,3,0,0.4282,1
circuit_1076.jpg,420,769,3,0,0.3321,1
circuit_1076.jpg,736,776,4,0,0.3222,1
circuit_1076.jpg,984,794,4,0,0.9953,1
circuit_1076.jpg,737,796,4,0,0.5352,1
circuit_1076.jpg,936,798,3,0,0.5004,1
circuit_1076.jpg,656,799,3,0,0.3281,1
circuit_1076.jpg,533,835,4,0,0.5265,1
circuit_1077.jpg,462,332,3,0,0.8282,1
circuit_1077.jpg,509,358,3,0,0.9943,1
circuit_1077.jpg,520,368,4,0,0.9983,1
circuit_1077.jpg,459,372,4,0,0.9025,1
circuit_1077.jpg,216,376,3,0,0.3344,1
circuit_1077.jpg,718,380,3,0,0.6221,1
circuit_1077.jpg,717,423,3,0,0.4936,1
circuit_1077.jpg,459,430,3,0,0.2381,1
circuit_1077.jpg,799,558,3,0,0.434,1
circuit_1077.jpg,796,571,4,0,0.4308,1
circuit_1077.jpg,764,571,3,0,0.6506,1
circuit_1077.jpg,478,574,3,0,0.6585,1
circuit_1077.jpg,206,581,3,0,0.197,1
circuit_1079.jpg,577,237,4,0,0.0382,1
circuit_1079.jpg,836,238,3,0,0.1523,1
circuit_1079.jpg,878,246,3,0,0.4717,1
circuit_1079.jpg,325,315,3,0,0.2779,1
circuit_1079.jpg,260,315,3,0,0.6743,1
circuit_1079.jpg,873,460,4,1,0.222,3
circuit_1079.jpg,844,461,3,1,0.3809,3
circuit_1079.jpg,324,467,4,1,0.7052,2
circuit_1079.jpg,514,471,4,1,0.0034,3
circuit_1079.jpg,490,471,3,1,0.0072,3
circuit_1079.jpg,876,500,3,1,0.2747,3
circuit_1079.jpg,272,529,3,0,0.6022,1
circuit_1079.jpg,877,554,4,1,0.0812,3
circuit_1079.jpg,850,555,4,1,0.7887,3
circuit_1079.jpg,314,588,3,1,0.3963,2
circuit_1079.jpg,88,606,4,0,0.0963,1
circuit_1079.jpg,112,607,3,0,0.5512,1
circuit_1079.jpg,775,616,4,1,0.3192,2
circuit_1079.jpg,594,634,3,0,0.5625,1
circuit_1079.jpg,512,636,4,0,0.0987,1
circuit_1079.jpg,772,642,3,1,0.4047,2
circuit_1079.jpg,597,654,3,0,0.2039,1
circuit_1079.jpg,513,671,3,0,0.1285,1
circuit_1079.jpg,770,676,3,1,0.3409,2
circuit_1079.jpg,601,684,3,0,0.2875,1
circuit_1079.jpg,603,694,3,0,0.1934,1
circuit_1079.jpg,194,702,3,1,0.3964,2
circuit_1079.jpg,609,727,4,0,0.0948,1
circuit_1079.jpg,835,728,3,0,0.6297,1
circuit_1079.jpg,652,733,4,0,0.6747,1
circuit_1079.jpg,533,770,3,0,0.3349,1
circuit_1079.jpg,309,772,3,1,0.1853,2
circuit_1079.jpg,192,788,3,1,0.3043,2
circuit_1079.jpg,650,791,4,0,0.9586,1
circuit_1079.jpg,771,793,4,0,0.0111,1
circuit_1079.jpg,310,794,4,1,0.009,2
circuit_1079.jpg,530,793,4,0,0.0646,1
circuit_1079.jpg,810,795,4,0,0.2094,1
circuit_1079.jpg,881,796,4,0,0.0961,1
circuit_1087.jpg,3,286,4,0,0.6955,2
circuit_1087.jpg,634,343,3,0,0.7416,1
circuit_1087.jpg,345,345,4,1,0.0531,3
circuit_1087.jpg,874,426,3,0,0.7239,1
circuit_1087.jpg,641,436,4,0,0.7489,1
circuit_1087.jpg,195,444,4,0,0.0924,2
circuit_1087.jpg,394,444,3,1,0.8986,3
circuit_1087.jpg,348,445,4,1,0.6552,3
circuit_1087.jpg,871,585,3,0,0.5782,1
circuit_1087.jpg,598,600,4,0,0.5426,1
circuit_1087.jpg,401,605,4,1,0.4665,2
circuit_1087.jpg,196,618,3,0,0.1025,2
circuit_1087.jpg,2,738,4,0,0.2305,2
circuit_1087.jpg,1022,740,3,0,0.2278,2
circuit_1093.jpg,336,323,4,0,0.7788,1
circuit_1093.jpg,454,323,4,0,0.9409,1
circuit_1093.jpg,634,324,4,1,0.7097,3
circuit_1093.jpg,825,323,3,1,0.4166,3
circuit_1093.jpg,594,326,3,1,0.3216,3
circuit_1093.jpg,139,327,3,0,0.2044,1
circuit_1093.jpg,139,475,4,1,0.6521,3
circuit_1093.jpg,168,478,3,1,0.7584,3
circuit_1093.jpg,184,480,3,1,0.4421,3
circuit_1093.jpg,244,483,3,1,0.5109,3
circuit_1093.jpg,340,489,4,1,0.9999,3
circuit_1093.jpg,836,490,4,1,0.0532,3
circuit_1093.jpg,411,503,4,0,0.9999,3
circuit_1093.jpg,459,495,4,1,0.464,3
circuit_1093.jpg,636,496,4,1,0.0976,3
circuit_1093.jpg,399,523,4,0,0.9999,3
circuit_1093.jpg,377,529,3,0,1.0,3
circuit_1093.jpg,137,650,3,1,0.2831,2
circuit_1093.jpg,506,657,3,0,1.0,3
circuit_1093.jpg,340,661,4,1,0.7667,3
circuit_1093.jpg,494,661,3,1,0.9999,3
circuit_1093.jpg,308,662,3,0,0.7483,3
circuit_1093.jpg,408,662,3,1,0.568,3
circuit_1093.jpg,452,663,4,1,0.4452,3
circuit_1093.jpg,512,665,4,0,1.0,3
circuit_1093.jpg,573,668,4,1,1.0,3
circuit_1093.jpg,636,668,4,1,0.8176,3
circuit_1093.jpg,832,670,3,0,0.5986,3
circuit_1094.jpg,611,378,4,0,0.6,2
circuit_1094.jpg,538,428,4,0,0.9992,2
circuit_1094.jpg,515,424,4,0,0.9957,2
circuit_1094.jpg,551,421,3,0,0.9898,2
circuit_1094.jpg,581,430,4,1,0.9968,2
circuit_1094.jpg,552,430,4,0,1.0,2
circuit_1094.jpg,613,434,4,1,0.7003,2
circuit_1094.jpg,514,436,4,0,0.9992,2
circuit_1094.jpg,792,471,4,1,0.4961,2
circuit_1094.jpg,614,475,4,1,0.9667,2
circuit_1094.jpg,311,476,3,0,0.6383,1
circuit_1094.jpg,788,588,4,1,0.2298,2
circuit_1094.jpg,614,594,3,1,0.2555,2
circuit_1094.jpg,570,596,4,1,0.8828,2
circuit_1097.jpg,2,286,4,0,0.631,1
circuit_1097.jpg,492,289,4,0,0.8199,1
circuit_1097.jpg,488,302,4,0,0.9404,1
circuit_1097.jpg,777,349,4,0,0.3711,1
circuit_1097.jpg,542,363,4,0,0.1716,1
circuit_1097.jpg,226,374,3,0,0.8839,1
circuit_1097.jpg,796,478,3,0,0.4716,1
circuit_1097.jpg,576,544,3,0,0.2983,1
circuit_1097.jpg,579,562,3,0,0.3386,1
circuit_1097.jpg,802,565,4,0,0.6831,1
circuit_1097.jpg,250,574,3,0,0.5812,1
circuit_1097.jpg,251,582,3,0,0.3987,1
circuit_1097.jpg,582,587,4,0,0.6928,1
circuit_1097.jpg,585,610,3,0,0.4097,1
circuit_1097.jpg,2,738,3,0,0.4953,1
circuit_1097.jpg,1022,740,3,0,0.2304,1
circuit_1111.jpg,865,117,3,0,0.5129,1
circuit_1111.jpg,150,148,3,0,0.7128,1
circuit_1111.jpg,210,152,4,0,0.6118,1
circuit_1111.jpg,865,182,3,0,0.462,1
circuit_1111.jpg,682,196,4,0,0.2584,1
circuit_1111.jpg,418,197,3,0,0.5906,1
circuit_1111.jpg,460,198,3,0,0.3435,1
circuit_1111.jpg,966,223,3,1,0.0978,2
circuit_1111.jpg,866,225,4,0,0.4612,1
circuit_1111.jpg,267,237,3,0,0.2289,1
circuit_1111.jpg,575,478,3,1,0.5343,2
circuit_1111.jpg,362,536,3,0,0.5402,2
circuit_1111.jpg,384,538,3,0,0.5867,2
circuit_1111.jpg,424,542,3,0,0.4329,2
circuit_1111.jpg,452,544,3,0,0.4284,2
circuit_1111.jpg,466,547,4,1,0.1138,2
circuit_1111.jpg,580,549,4,1,0.9808,2
circuit_1111.jpg,594,550,3,0,0.8807,2
circuit_1111.jpg,754,550,3,0,0.4024,1
circuit_1111.jpg,674,551,3,0,0.473,2
circuit_1111.jpg,963,571,3,1,0.8626,2
circuit_1111.jpg,252,585,4,0,0.3131,1
circuit_1111.jpg,746,612,4,0,0.2038,1
circuit_1111.jpg,432,614,3,1,0.4653,2
circuit_1111.jpg,465,613,3,1,0.5701,2
circuit_1111.jpg,961,704,3,0,0.542,2
circuit_1111.jpg,798,810,3,0,0.4235,1
circuit_1111.jpg,836,813,3,0,0.3756,1
circuit_1111.jpg,604,868,3,0,0.4679,2
circuit_1111.jpg,674,868,4,0,0.2839,1
circuit_1111.jpg,836,886,3,0,0.7132,1
circuit_1111.jpg,956,888,4,0,0.6133,2
circuit_1121.jpg,416,386,4,1,0.5784,2
circuit_1121.jpg,635,385,3,1,0.8468,2
circuit_1121.jpg,648,619,3,1,0.9639,4
circuit_1121.jpg,416,622,4,1,0.7261,4
circuit_1122.jpg,121,350,3,0,0.4219,1
circuit_1122.jpg,296,353,3,0,0.8257,2
circuit_1122.jpg,331,356,3,1,0.9689,2
circuit_1122.jpg,520,357,4,1,0.3571,2
circuit_1122.jpg,670,357,4,1,0.3628,2
circuit_1122.jpg,525,402,3,1,0.1791,2
circuit_1122.jpg,680,464,3,1,0.9281,3
circuit_1122.jpg,818,496,4,1,0.8198,3
circuit_1122.jpg,683,501,3,1,0.9269,3
circuit_1122.jpg,670,502,3,1,0.3701,3
circuit_1122.jpg,660,503,3,1,0.6253,3
circuit_1122.jpg,528,507,4,1,0.4651,3
circuit_1122.jpg,455,512,4,0,0.0527,3
circuit_1122.jpg,130,511,4,1,0.0242,2
circuit_1122.jpg,330,510,4,1,0.3268,2
circuit_1122.jpg,40,518,3,0,0.2655,2
circuit_1122.jpg,450,527,4,0,0.0497,3
circuit_1122.jpg,903,526,3,0,0.7759,3
circuit_1122.jpg,438,532,3,0,0.0579,3
circuit_1122.jpg,426,535,4,0,0.0658,3
circuit_1122.jpg,686,643,3,1,0.765,3
circuit_1122.jpg,664,643,4,1,0.3659,3
circuit_1122.jpg,524,655,4,0,0.7156,1
circuit_1122.jpg,329,657,3,0,0.4498,1
circuit_1122.jpg,176,664,3,1,0.4219,2
circuit_1122.jpg,136,665,3,1,0.5003,2
circuit_1124.jpg,338,252,3,1,0.9917,3
circuit_1124.jpg,488,253,4,1,0.841,3
circuit_1124.jpg,680,256,3,1,0.3398,2
circuit_1124.jpg,816,255,3,1,0.0022,2
circuit_1124.jpg,901,258,3,1,0.4021,2
circuit_1124.jpg,490,296,3,1,0.1272,3
circuit_1124.jpg,332,442,4,1,0.5478,3
circuit_1124.jpg,676,440,4,1,0.0112,3
circuit_1124.jpg,487,442,5,1,0.0,3
circuit_1124.jpg,532,442,3,1,0.0112,3
circuit_1124.jpg,152,447,4,1,0.0835,3
circuit_1124.jpg,896,447,4,1,0.0922,2
circuit_1124.jpg,977,447,3,1,0.8815,2
circuit_1124.jpg,104,451,4,1,0.0055,3
circuit_1124.jpg,82,453,3,0,0.4814,3
circuit_1124.jpg,970,604,3,0,0.37,2
circuit_1124.jpg,491,620,3,1,0.1276,2
circuit_1124.jpg,888,636,4,0,0.9416,1
circuit_1124.jpg,672,645,4,0,0.4837,1
circuit_1124.jpg,492,652,4,0,0.1973,2
circuit_1124.jpg,245,656,5,0,0.4809,2
circuit_1124.jpg,331,655,3,1,0.079,2
circuit_1127.jpg,316,366,3,1,0.6332,2
circuit_1127.jpg,505,366,3,1,0.2722,2
circuit_1127.jpg,411,444,3,0,0.1683,2
circuit_1127.jpg,445,449,3,0,0.0862,2
circuit_1127.jpg,321,470,4,1,0.8043,2
circuit_1127.jpg,447,468,3,0,0.2963,2
circuit_1127.jpg,508,468,3,1,0.4877,2
circuit_1127.jpg,610,467,3,1,0.4904,2
circuit_1127.jpg,642,467,3,1,0.7852,2
circuit_1127.jpg,209,478,3,0,0.6204,2
circuit_1127.jpg,646,488,3,1,0.7298,2
circuit_1127.jpg,618,603,3,1,0.1364,3
circuit_1127.jpg,512,607,4,1,0.6543,3
circuit_1127.jpg,330,617,4,1,0.6026,2
circuit_1127.jpg,211,623,3,0,0.024,2
circuit_113.jpg,375,151,3,0,0.2845,1
circuit_113.jpg,340,155,3,0,0.6864,1
circuit_113.jpg,584,159,4,0,0.4658,1
circuit_113.jpg,226,170,3,0,0.8556,2
circuit_113.jpg,208,171,4,0,0.2181,2
circuit_113.jpg,989,211,3,0,0.4143,1
circuit_113.jpg,964,210,3,0,0.4571,1
circuit_113.jpg,920,215,3,0,0.0706,1
circuit_113.jpg,776,226,3,0,0.3226,1
circuit_113.jpg,580,228,4,0,0.6455,1
circuit_113.jpg,382,246,4,0,0.3,1
circuit_113.jpg,212,248,4,1,0.6159,2
circuit_113.jpg,190,252,3,1,0.3138,2
circuit_113.jpg,103,261,4,1,0.4681,2
circuit_113.jpg,225,307,4,0,0.3464,1
circuit_113.jpg,578,311,4,1,0.6637,2
circuit_113.jpg,531,386,3,1,0.864,2
circuit_113.jpg,500,393,3,1,0.9554,2
circuit_113.jpg,486,396,3,1,0.9386,2
circuit_113.jpg,468,400,3,1,0.5984,2
circuit_113.jpg,459,402,3,1,0.7057,2
circuit_113.jpg,453,458,3,1,0.5108,2
circuit_113.jpg,849,482,3,0,0.6172,1
circuit_113.jpg,992,484,3,0,0.5785,1
circuit_113.jpg,988,517,3,0,0.9244,1
circuit_113.jpg,678,530,4,0,0.1749,1
circuit_113.jpg,850,532,4,0,0.1996,1
circuit_113.jpg,478,553,3,0,0.6303,2
circuit_113.jpg,450,557,4,1,0.8301,2
circuit_113.jpg,378,561,3,0,0.9739,2
circuit_113.jpg,400,561,4,1,0.8987,2
circuit_113.jpg,262,574,3,0,0.6744,1
circuit_113.jpg,676,592,3,0,0.4002,1
circuit_113.jpg,445,666,3,0,0.5616,2
circuit_113.jpg,398,673,4,1,0.6322,2
circuit_113.jpg,180,685,3,0,0.5504,2
circuit_113.jpg,102,694,3,0,0.6192,2
circuit_113.jpg,66,698,3,0,0.7449,2
circuit_113.jpg,443,736,3,0,0.5419,2
circuit_113.jpg,220,741,3,0,0.4785,1
circuit_113.jpg,770,757,3,0,0.4682,1
circuit_113.jpg,632,773,3,0,0.7431,1
circuit_113.jpg,618,833,4,0,0.6175,1
circuit_113.jpg,494,838,4,0,0.7174,2
circuit_113.jpg,439,840,4,0,0.6805,2
circuit_113.jpg,964,844,3,0,0.5765,1
circuit_113.jpg,823,858,4,0,0.9657,1
circuit_113.jpg,844,856,3,0,0.5711,1
circuit_113.jpg,834,858,4,0,0.8545,1
circuit_1133.jpg,431,67,4,0,0.9425,1
circuit_1133.jpg,256,71,4,0,0.0501,1
circuit_1133.jpg,613,74,4,0,0.5798,1
circuit_1133.jpg,85,75,4,0,0.7192,1
circuit_1133.jpg,662,75,3,0,0.5861,1
circuit_1133.jpg,798,106,3,0,0.7058,1
circuit_1133.jpg,260,114,3,0,0.2766,1
circuit_1133.jpg,261,124,3,0,0.6994,1
circuit_1133.jpg,432,150,3,0,0.4811,1
circuit_1133.jpg,622,158,3,0,0.5389,1
circuit_1133.jpg,626,214,3,0,0.8132,1
circuit_1133.jpg,626,250,3,0,0.9999,1
circuit_1133.jpg,78,256,3,0,0.737,1
circuit_1133.jpg,218,264,3,0,0.9707,1
circuit_1133.jpg,799,264,3,0,0.5654,1
circuit_1133.jpg,73,284,3,0,0.5,1
circuit_1133.jpg,258,287,4,0,0.9907,1
circuit_1133.jpg,417,295,4,0,0.9019,1
circuit_1133.jpg,440,304,3,0,0.8595,1
circuit_1133.jpg,626,364,3,0,0.5331,1
circuit_1133.jpg,74,426,3,1,0.412,2
circuit_1133.jpg,261,428,3,0,0.4788,1
circuit_1133.jpg,630,450,3,0,0.8825,1
circuit_1133.jpg,256,452,3,0,0.688,1
circuit_1133.jpg,440,484,3,0,0.9903,1
circuit_1133.jpg,805,488,4,0,0.1006,1
circuit_1133.jpg,752,495,3,0,0.053,1
circuit_1133.jpg,252,504,4,0,0.128,1
circuit_1133.jpg,619,523,3,0,0.9855,1
circuit_1133.jpg,633,524,4,0,0.9911,1
circuit_1133.jpg,73,548,3,1,0.52,2
circuit_1133.jpg,243,622,3,1,0.5712,2
circuit_1133.jpg,784,708,3,1,0.7514,2
circuit_1133.jpg,810,709,3,1,0.593,2
circuit_1133.jpg,236,712,4,1,0.9684,2
circuit_1133.jpg,431,728,3,0,0.9994,1
circuit_1133.jpg,236,858,3,1,0.3547,2
circuit_1133.jpg,812,868,4,1,0.6509,2
circuit_1133.jpg,786,870,3,1,0.7755,2
circuit_1133.jpg,522,880,3,1,0.254,2
circuit_1133.jpg,435,884,4,1,0.9094,2
circuit_1133.jpg,69,907,3,1,0.8629,2
circuit_1133.jpg,72,940,4,1,0.659,2
circuit_1133.jpg,116,944,3,1,0.0649,2
circuit_1133.jpg,126,945,3,1,0.5375,2
circuit_1133.jpg,814,946,4,1,0.1934,2
circuit_1133.jpg,642,947,4,1,0.1431,2
circuit_1133.jpg,433,950,4,1,0.0733,2
circuit_1133.jpg,215,952,3,1,0.9024,2
circuit_1133.jpg,240,954,3,1,0.9569,2
circuit_1134.jpg,853,66,3,1,0.1719,7
circuit_1134.jpg,422,68,4,1,0.9487,7
circuit_1134.jpg,810,68,4,1,0.9865,7
circuit_1134.jpg,634,68,3,1,0.9828,7
circuit_1134.jpg,238,72,4,1,0.8266,7
circuit_1134.jpg,854,104,3,1,0.2031,7
circuit_1134.jpg,124,125,3,0,0.3899,1
circuit_1134.jpg,625,227,4,1,0.9996,7
circuit_1134.jpg,242,239,4,1,0.981,7
circuit_1134.jpg,109,242,4,1,0.4271,7
circuit_1134.jpg,420,241,4,1,0.8292,7
circuit_1134.jpg,859,250,4,1,0.171,7
circuit_1134.jpg,421,364,3,1,0.3279,7
circuit_1134.jpg,680,408,3,1,0.4731,7
circuit_1134.jpg,847,410,4,1,0.9604,7
circuit_1134.jpg,512,414,3,1,0.5638,7
circuit_1134.jpg,494,415,3,1,0.4908,7
circuit_1134.jpg,338,419,3,1,0.4875,7
circuit_1134.jpg,427,422,4,1,0.3671,7
circuit_1134.jpg,248,420,3,1,0.1264,7
circuit_1134.jpg,630,432,4,1,0.977,7
circuit_1134.jpg,427,456,3,1,0.4481,7
circuit_1134.jpg,244,552,3,1,0.3774,7
circuit_1134.jpg,622,564,4,1,0.9831,7
circuit_1134.jpg,844,575,4,1,0.2655,7
circuit_1134.jpg,240,592,3,1,0.4669,7
circuit_1134.jpg,438,585,5,1,0.5263,7
circuit_1134.jpg,632,588,4,1,0.8407,7
circuit_1134.jpg,426,608,4,1,0.203,2
circuit_1134.jpg,622,739,3,1,0.5377,7
circuit_1134.jpg,622,762,4,1,0.2125,7
circuit_1134.jpg,425,760,4,1,0.3884,7
circuit_1134.jpg,845,760,4,1,0.7609,7
circuit_1134.jpg,422,888,4,1,0.3489,7
circuit_1134.jpg,624,888,3,1,0.523,7
circuit_1134.jpg,240,894,3,1,0.5238,7
circuit_1134.jpg,794,893,3,1,0.497,7
circuit_1134.jpg,841,899,3,1,0.7531,7
circuit_1135.jpg,434,372,3,0,0.1736,1
