stem,population,gt_solved,pred_solved,gt_category,pred_category,pred_repaired_solved,gt_op_degenerate_zero,gt_op_span_V,n_gt_nodes,n_pred_nodes,n_corresponded,n_agree,recall,precision,f1,f1_incl_ground,exact,max_abs_dv,median_abs_dv,f1_shipped_policy,n_gt_comps,n_pred_comps,aligned,unmatched_gt,unmatched_pred,net_f1_topology,terminal_pair_f1_topology,strict_success_topology
circuit_659,only_pred_solves,0,1,singular_matrix,ok,1,0,26.3706,,,,,,,,,,,,,14,14,14,0,0,0.8518518518518519,0.8275862068965517,0
circuit_666,both_solve,1,1,ok,ok,1,0,1.0,3,3,3,0,0.0,0.0,0.0,0.25,False,4.0,2.0,0.0,6,6,6,0,0,1.0,1.0,1
circuit_677,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,25,24,0,1,0.625,0.33749999999999997,0
circuit_686,both_solve,1,1,ok,ok,1,0,15.0,5,5,5,0,0.0,0.0,0.0,0.16666666666666666,False,2.0,2.0,0.0,8,8,8,0,0,1.0,1.0,1
circuit_695,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,False,30.0,30.0,0.3333333333333333,7,7,7,0,0,1.0,1.0,1
circuit_697,both_solve,1,1,ok,ok,1,0,15.0,6,6,6,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7142857142857143,False,1.0,0.0,0.6666666666666666,10,11,10,0,1,0.9500000000000001,0.9,0
circuit_706,both_solve,1,1,ok,ok,1,0,14.5917432,15,16,15,6,0.4,0.375,0.38709677419354843,0.42424242424242425,False,1.0386999999999986,0.08809999999999896,0.38709677419354843,23,23,23,0,0,0.9795918367346939,0.9852941176470589,0
circuit_71,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_711,neither_solves,0,0,singular_matrix,singular_matrix,0,0,14.91106918,,,,,,,,,,,,,19,19,19,0,0,0.9166666666666666,0.8412698412698412,0
circuit_717,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,False,30.0,0.0,0.6666666666666666,7,7,7,0,0,1.0,1.0,1
circuit_721,neither_solves,0,0,singular_matrix,singular_matrix,1,0,1.0099999999999998,,,,,,,,,,,,,5,6,5,0,1,0.9,0.7058823529411764,0
circuit_724,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,3,0.75,0.75,0.75,0.8000000000000002,False,1.0,0.0,0.75,9,9,9,0,0,1.0,1.0,1
circuit_731,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.999279558,,,,,,,,,,,,,6,6,6,0,0,1.0,1.0,1
circuit_74,both_solve,1,1,ok,ok,1,0,14.5917432,15,15,15,6,0.4,0.4,0.4000000000000001,0.4375,False,14.0383299849999,0.09032000000000018,0.4000000000000001,23,23,23,0,0,1.0,1.0,1
circuit_744,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.35526315789473684,0
circuit_754,neither_solves,0,0,singular_matrix,singular_matrix,1,0,0.0,,,,,,,,,,,,,18,18,18,0,0,0.9024390243902439,0.8190476190476191,0
circuit_76,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.3448821,,,,,,,,,,,,,19,19,19,0,0,0.9444444444444444,0.9047619047619047,0
circuit_763,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6595744680851063,0.4210526315789474,0
circuit_765,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,False,2.0,0.0,0.6666666666666666,8,8,8,0,0,1.0,1.0,1
circuit_77,neither_solves,0,0,singular_matrix,singular_matrix,0,0,16.46012,,,,,,,,,,,,,14,14,14,0,0,0.5555555555555556,0.5353535353535354,0
circuit_776,both_solve,1,1,ok,ok,1,0,15.0,5,5,5,5,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,9,9,9,0,0,1.0,1.0,1
circuit_777,neither_solves,0,0,singular_matrix,singular_matrix,0,0,14.99999761,,,,,,,,,,,,,6,6,6,0,0,1.0,1.0,1
circuit_778,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,25,24,0,1,0.6458333333333333,0.356687898089172,0
circuit_779,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,1,0.25,0.25,0.25,0.4000000000000001,False,30.0,30.0,0.25,7,7,7,0,0,1.0,1.0,1
circuit_78,both_solve,1,1,ok,ok,1,0,0.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_786,both_solve,1,1,ok,ok,1,0,15.5,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,False,30.0,1.0,0.3333333333333333,7,7,7,0,0,1.0,1.0,1
circuit_792,both_solve,1,1,ok,ok,1,0,14.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,8,8,8,0,0,1.0,1.0,1
circuit_809,both_solve,1,1,ok,ok,1,0,5.0,4,4,4,1,0.25,0.25,0.25,0.4000000000000001,False,30.0,10.0,0.25,8,8,8,0,0,1.0,1.0,1
circuit_810,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.90408836,,,,,,,,,,,,,19,19,19,0,0,0.9166666666666666,0.8412698412698412,0
circuit_812,both_solve,1,1,ok,ok,1,0,0.0,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,9,9,9,0,0,1.0,1.0,1
circuit_817,both_solve,1,1,ok,ok,1,0,0.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_82,both_solve,1,1,ok,ok,1,0,1.7321100000000005,16,15,15,6,0.375,0.4,0.38709677419354843,0.3636363636363636,False,13.781825,0.009230000000000516,0.38709677419354843,22,22,22,0,0,1.0,1.0,1
circuit_822,neither_solves,0,0,singular_matrix,singular_matrix,1,0,15.0000000493196,,,,,,,,,,,,,14,14,14,0,0,1.0,1.0,1
circuit_827,neither_solves,0,0,singular_matrix,singular_matrix,1,0,1000000015.0,,,,,,,,,,,,,14,14,14,0,0,0.5806451612903226,0.3214285714285714,0
circuit_83,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15.734815,,,,,,,,,,,,,14,14,14,0,0,0.8518518518518519,0.7692307692307693,0
circuit_831,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6808510638297872,0.41558441558441556,0
circuit_837,both_solve,1,1,ok,ok,1,0,15.0,2,2,2,1,0.5,0.5,0.5,0.6666666666666666,False,30.0,15.0,0.5,6,6,6,0,0,1.0,1.0,1
circuit_843,only_gt_solves,1,0,ok,singular_matrix,0,0,2.0,,,,,,,,,,,,,7,8,7,0,1,0.7857142857142856,0.6470588235294117,0
