image,x,y,degree,label,prob,n_gt_nets_on_node
circuit_1074.jpg,115,592,3,0,0.8537,1
circuit_1074.jpg,766,617,3,0,0.4288,1
circuit_1074.jpg,119,631,3,0,0.834,1
circuit_1074.jpg,792,639,3,0,0.711,1
circuit_1074.jpg,287,655,4,0,0.017,1
circuit_1074.jpg,122,682,3,0,0.445,1
circuit_1074.jpg,802,708,4,0,0.8606,1
circuit_1074.jpg,648,707,4,0,0.0055,1
circuit_1074.jpg,812,708,4,0,0.6204,1
circuit_1074.jpg,988,712,4,0,0.7955,1
circuit_1076.jpg,330,157,3,0,0.891,1
circuit_1076.jpg,481,209,3,0,0.9421,1
circuit_1076.jpg,506,211,3,0,0.1326,1
circuit_1076.jpg,61,226,3,0,0.8369,1
circuit_1076.jpg,144,230,3,0,0.7077,1
circuit_1076.jpg,164,234,3,0,0.8111,1
circuit_1076.jpg,60,256,3,0,0.9273,1
circuit_1076.jpg,340,277,4,0,0.3497,1
circuit_1076.jpg,481,282,3,0,0.5322,1
circuit_1076.jpg,189,306,4,0,0.9197,1
circuit_1076.jpg,642,323,3,0,0.0943,1
circuit_1076.jpg,678,324,4,0,0.2958,1
circuit_1076.jpg,856,326,3,0,0.8583,1
circuit_1076.jpg,938,330,3,0,0.7986,1
circuit_1076.jpg,963,333,3,0,0.9516,1
circuit_1076.jpg,969,358,3,0,0.9563,1
circuit_1076.jpg,494,364,4,0,0.7245,1
circuit_1076.jpg,420,365,3,0,0.7632,1
circuit_1076.jpg,973,378,3,0,0.9602,1
circuit_1076.jpg,978,404,3,0,0.9331,1
circuit_1076.jpg,698,433,3,0,0.8275,1
circuit_1076.jpg,710,434,3,0,0.6363,1
circuit_1076.jpg,758,438,3,0,0.8975,1
circuit_1076.jpg,777,441,3,0,0.8552,1
circuit_1076.jpg,596,444,3,0,0.2046,1
circuit_1076.jpg,419,504,4,0,0.9977,1
circuit_1076.jpg,364,506,4,0,0.9605,1
circuit_1076.jpg,446,506,3,0,0.7223,1
circuit_1076.jpg,588,510,3,0,0.0337,1
circuit_1076.jpg,991,534,4,0,0.2877,1
circuit_1076.jpg,918,535,3,0,0.6268,1
circuit_1076.jpg,786,540,3,0,0.6487,1
circuit_1076.jpg,78,562,3,0,0.0141,1
circuit_1076.jpg,90,561,3,0,0.1777,1
circuit_1076.jpg,238,564,4,0,0.6399,1
circuit_1076.jpg,611,570,4,0,0.629,1
circuit_1076.jpg,220,613,3,0,0.612,1
circuit_1076.jpg,987,616,3,0,0.7299,1
circuit_1076.jpg,984,670,3,0,0.8617,1
circuit_1076.jpg,536,691,3,0,0.8498,1
circuit_1076.jpg,733,694,3,0,0.4046,1
circuit_1076.jpg,538,718,3,0,0.9745,1
circuit_1076.jpg,536,767,3,0,0.0079,1
circuit_1076.jpg,420,769,3,0,0.6806,1
circuit_1076.jpg,736,776,4,0,0.4299,1
circuit_1076.jpg,984,794,4,0,0.8557,1
circuit_1076.jpg,737,796,4,0,0.7722,1
circuit_1076.jpg,936,798,3,0,0.5208,1
circuit_1076.jpg,656,799,3,0,0.4945,1
circuit_1076.jpg,533,835,4,0,0.5727,1
circuit_1077.jpg,462,332,3,0,0.5051,1
circuit_1077.jpg,509,358,3,0,0.0031,1
circuit_1077.jpg,520,368,4,0,0.9858,1
circuit_1077.jpg,459,372,4,0,0.1875,1
circuit_1077.jpg,216,376,3,0,0.9194,1
circuit_1077.jpg,718,380,3,0,0.6732,1
circuit_1077.jpg,717,423,3,0,0.9513,1
circuit_1077.jpg,459,430,3,0,0.5183,1
circuit_1077.jpg,799,558,3,0,0.4929,1
circuit_1077.jpg,796,571,4,0,0.3815,1
circuit_1077.jpg,764,571,3,0,0.6447,1
circuit_1077.jpg,478,574,3,0,0.6436,1
circuit_1077.jpg,206,581,3,0,0.6092,1
circuit_1079.jpg,577,237,4,0,0.926,1
circuit_1079.jpg,836,238,3,0,0.2493,1
circuit_1079.jpg,878,246,3,0,0.3536,1
circuit_1079.jpg,325,315,3,0,0.3582,1
circuit_1079.jpg,260,315,3,0,0.8836,1
circuit_1079.jpg,873,460,4,1,0.341,3
circuit_1079.jpg,844,461,3,1,0.7172,3
circuit_1079.jpg,324,467,4,1,0.3623,2
circuit_1079.jpg,514,471,4,1,0.8319,3
circuit_1079.jpg,490,471,3,1,0.8794,3
circuit_1079.jpg,876,500,3,1,0.4204,3
circuit_1079.jpg,272,529,3,0,0.8628,1
circuit_1079.jpg,877,554,4,1,0.0771,3
circuit_1079.jpg,850,555,4,1,0.3674,3
circuit_1079.jpg,314,588,3,1,0.6515,2
circuit_1079.jpg,88,606,4,0,0.2517,1
circuit_1079.jpg,112,607,3,0,0.3417,1
circuit_1079.jpg,775,616,4,1,0.8435,2
circuit_1079.jpg,594,634,3,0,0.8001,1
circuit_1079.jpg,512,636,4,0,0.1546,1
circuit_1079.jpg,772,642,3,1,0.9081,2
circuit_1079.jpg,597,654,3,0,0.8887,1
circuit_1079.jpg,513,671,3,0,0.9536,1
circuit_1079.jpg,770,676,3,1,0.6704,2
circuit_1079.jpg,601,684,3,0,0.9799,1
circuit_1079.jpg,603,694,3,0,0.992,1
circuit_1079.jpg,194,702,3,1,0.5807,2
circuit_1079.jpg,609,727,4,0,0.931,1
circuit_1079.jpg,835,728,3,0,0.3091,1
circuit_1079.jpg,652,733,4,0,0.0343,1
circuit_1079.jpg,533,770,3,0,0.4212,1
circuit_1079.jpg,309,772,3,1,0.0208,2
circuit_1079.jpg,192,788,3,1,0.6866,2
circuit_1079.jpg,650,791,4,0,0.183,1
circuit_1079.jpg,771,793,4,0,0.3194,1
circuit_1079.jpg,310,794,4,1,0.3289,2
circuit_1079.jpg,530,793,4,0,0.3161,1
circuit_1079.jpg,810,795,4,0,0.3209,1
circuit_1079.jpg,881,796,4,0,0.0144,1
circuit_1087.jpg,3,286,4,0,0.6668,2
circuit_1087.jpg,634,343,3,0,0.5336,1
circuit_1087.jpg,345,345,4,1,0.5731,3
circuit_1087.jpg,874,426,3,0,0.7456,1
circuit_1087.jpg,641,436,4,0,0.4882,1
circuit_1087.jpg,195,444,4,0,0.5902,2
circuit_1087.jpg,394,444,3,1,0.8151,3
circuit_1087.jpg,348,445,4,1,0.3987,3
circuit_1087.jpg,871,585,3,0,0.8174,1
circuit_1087.jpg,598,600,4,0,0.7785,1
circuit_1087.jpg,401,605,4,1,0.0119,2
circuit_1087.jpg,196,618,3,0,0.8796,2
circuit_1087.jpg,2,738,4,0,0.9786,2
circuit_1087.jpg,1022,740,3,0,0.6937,2
circuit_1093.jpg,336,323,4,0,0.8321,1
circuit_1093.jpg,454,323,4,0,0.8294,1
circuit_1093.jpg,634,324,4,1,0.4331,3
circuit_1093.jpg,825,323,3,1,0.4203,3
circuit_1093.jpg,594,326,3,1,0.896,3
circuit_1093.jpg,139,327,3,0,0.8622,1
circuit_1093.jpg,139,475,4,1,0.6805,3
circuit_1093.jpg,168,478,3,1,0.9119,3
circuit_1093.jpg,184,480,3,1,0.0299,3
circuit_1093.jpg,244,483,3,1,0.7323,3
circuit_1093.jpg,340,489,4,1,0.5155,3
circuit_1093.jpg,836,490,4,1,0.026,3
circuit_1093.jpg,411,503,4,0,0.6619,3
circuit_1093.jpg,459,495,4,1,0.2454,3
circuit_1093.jpg,636,496,4,1,0.4677,3
circuit_1093.jpg,399,523,4,0,0.0048,3
circuit_1093.jpg,377,529,3,0,0.009,3
circuit_1093.jpg,137,650,3,1,0.2758,2
circuit_1093.jpg,506,657,3,0,0.9963,3
circuit_1093.jpg,340,661,4,1,0.1976,3
circuit_1093.jpg,494,661,3,1,0.0291,3
circuit_1093.jpg,308,662,3,0,0.9214,3
circuit_1093.jpg,408,662,3,1,0.6128,3
circuit_1093.jpg,452,663,4,1,0.8527,3
circuit_1093.jpg,512,665,4,0,0.8126,3
circuit_1093.jpg,573,668,4,1,0.6077,3
circuit_1093.jpg,636,668,4,1,0.6492,3
circuit_1093.jpg,832,670,3,0,0.6918,3
circuit_1094.jpg,611,378,4,0,0.0005,2
circuit_1094.jpg,538,428,4,0,0.0569,2
circuit_1094.jpg,515,424,4,0,0.0591,2
circuit_1094.jpg,551,421,3,0,0.6614,2
circuit_1094.jpg,581,430,4,1,0.4258,2
circuit_1094.jpg,552,430,4,0,0.0006,2
circuit_1094.jpg,613,434,4,1,0.3249,2
circuit_1094.jpg,514,436,4,0,0.0011,2
circuit_1094.jpg,792,471,4,1,0.9182,2
circuit_1094.jpg,614,475,4,1,0.0052,2
circuit_1094.jpg,311,476,3,0,0.7693,1
circuit_1094.jpg,788,588,4,1,0.823,2
circuit_1094.jpg,614,594,3,1,0.1968,2
circuit_1094.jpg,570,596,4,1,0.2856,2
circuit_1097.jpg,2,286,4,0,0.6021,1
circuit_1097.jpg,492,289,4,0,0.9717,1
circuit_1097.jpg,488,302,4,0,0.9603,1
circuit_1097.jpg,777,349,4,0,0.7322,1
circuit_1097.jpg,542,363,4,0,0.6541,1
circuit_1097.jpg,226,374,3,0,0.145,1
circuit_1097.jpg,796,478,3,0,0.7419,1
circuit_1097.jpg,576,544,3,0,0.4326,1
circuit_1097.jpg,579,562,3,0,0.5276,1
circuit_1097.jpg,802,565,4,0,0.0926,1
circuit_1097.jpg,250,574,3,0,0.5132,1
circuit_1097.jpg,251,582,3,0,0.5977,1
circuit_1097.jpg,582,587,4,0,0.0048,1
circuit_1097.jpg,585,610,3,0,0.6378,1
circuit_1097.jpg,2,738,3,0,0.7313,1
circuit_1097.jpg,1022,740,3,0,0.7105,1
circuit_1111.jpg,865,117,3,0,0.9448,1
circuit_1111.jpg,150,148,3,0,0.646,1
circuit_1111.jpg,210,152,4,0,0.4809,1
circuit_1111.jpg,865,182,3,0,0.4378,1
circuit_1111.jpg,682,196,4,0,0.4927,1
circuit_1111.jpg,418,197,3,0,0.7346,1
circuit_1111.jpg,460,198,3,0,0.8559,1
circuit_1111.jpg,966,223,3,1,0.7115,2
circuit_1111.jpg,866,225,4,0,0.0646,1
circuit_1111.jpg,267,237,3,0,0.9484,1
circuit_1111.jpg,575,478,3,1,0.6407,2
circuit_1111.jpg,362,536,3,0,0.386,2
circuit_1111.jpg,384,538,3,0,0.9017,2
circuit_1111.jpg,424,542,3,0,0.3739,2
circuit_1111.jpg,452,544,3,0,0.8435,2
circuit_1111.jpg,466,547,4,1,0.2981,2
circuit_1111.jpg,580,549,4,1,0.0891,2
circuit_1111.jpg,594,550,3,0,0.7953,2
circuit_1111.jpg,754,550,3,0,0.702,1
circuit_1111.jpg,674,551,3,0,0.3266,2
circuit_1111.jpg,963,571,3,1,0.281,2
circuit_1111.jpg,252,585,4,0,0.5981,1
circuit_1111.jpg,746,612,4,0,0.3766,1
circuit_1111.jpg,432,614,3,1,0.3926,2
circuit_1111.jpg,465,613,3,1,0.3557,2
circuit_1111.jpg,961,704,3,0,0.6054,2
circuit_1111.jpg,798,810,3,0,0.9434,1
circuit_1111.jpg,836,813,3,0,0.4392,1
circuit_1111.jpg,604,868,3,0,0.4515,2
circuit_1111.jpg,674,868,4,0,0.6565,1
circuit_1111.jpg,836,886,3,0,0.2095,1
circuit_1111.jpg,956,888,4,0,0.4668,2
circuit_1121.jpg,416,386,4,1,0.7297,2
circuit_1121.jpg,635,385,3,1,0.4063,2
circuit_1121.jpg,648,619,3,1,0.3672,3
circuit_1121.jpg,416,622,4,1,0.69,3
circuit_1122.jpg,121,350,3,0,0.277,1
circuit_1122.jpg,296,353,3,0,0.5216,2
circuit_1122.jpg,331,356,3,1,0.361,2
circuit_1122.jpg,520,357,4,1,0.5736,2
circuit_1122.jpg,670,357,4,1,0.3461,2
circuit_1122.jpg,525,402,3,1,0.9416,2
circuit_1122.jpg,680,464,3,1,0.5196,3
circuit_1122.jpg,818,496,4,1,0.7514,3
circuit_1122.jpg,683,501,3,1,0.9035,3
circuit_1122.jpg,670,502,3,1,0.7977,3
circuit_1122.jpg,660,503,3,1,0.3842,3
circuit_1122.jpg,528,507,4,1,0.0837,3
circuit_1122.jpg,455,512,4,0,0.0027,3
circuit_1122.jpg,130,511,4,1,0.7924,2
circuit_1122.jpg,330,510,4,1,0.7017,2
circuit_1122.jpg,40,518,3,0,0.4062,2
circuit_1122.jpg,450,527,4,0,0.0321,3
circuit_1122.jpg,903,526,3,0,0.9486,3
circuit_1122.jpg,438,532,3,0,0.9898,3
circuit_1122.jpg,426,535,4,0,0.9548,3
circuit_1122.jpg,686,643,3,1,0.2922,3
circuit_1122.jpg,664,643,4,1,0.6094,3
circuit_1122.jpg,524,655,4,0,0.3849,1
circuit_1122.jpg,329,657,3,0,0.7507,1
circuit_1122.jpg,176,664,3,1,0.7043,2
circuit_1122.jpg,136,665,3,1,0.5365,2
circuit_1124.jpg,338,252,3,1,0.1598,2
circuit_1124.jpg,488,253,4,1,0.8626,2
circuit_1124.jpg,680,256,3,1,0.9452,2
circuit_1124.jpg,816,255,3,1,0.0718,2
circuit_1124.jpg,901,258,3,1,0.637,2
circuit_1124.jpg,490,296,3,1,0.9123,2
circuit_1124.jpg,332,442,4,1,0.9014,3
circuit_1124.jpg,676,440,4,1,0.2725,3
circuit_1124.jpg,487,442,5,1,0.1804,3
circuit_1124.jpg,532,442,3,1,0.001,3
circuit_1124.jpg,152,447,4,1,0.0988,3
circuit_1124.jpg,896,447,4,1,0.0168,2
circuit_1124.jpg,977,447,3,1,0.056,2
circuit_1124.jpg,104,451,4,1,0.8924,3
circuit_1124.jpg,82,453,3,0,0.0122,3
circuit_1124.jpg,970,604,3,0,0.4905,2
circuit_1124.jpg,491,620,3,1,0.9503,2
circuit_1124.jpg,888,636,4,0,0.0072,1
circuit_1124.jpg,672,645,4,0,0.993,1
circuit_1124.jpg,492,652,4,0,0.8688,2
circuit_1124.jpg,245,656,5,0,0.0231,2
circuit_1124.jpg,331,655,3,1,0.6581,2
circuit_1127.jpg,316,366,3,1,0.4339,2
circuit_1127.jpg,505,366,3,1,0.7177,2
circuit_1127.jpg,411,444,3,0,0.0005,2
circuit_1127.jpg,445,449,3,0,0.0666,2
circuit_1127.jpg,321,470,4,1,0.5914,2
circuit_1127.jpg,447,468,3,0,0.0444,2
circuit_1127.jpg,508,468,3,1,0.4173,2
circuit_1127.jpg,610,467,3,1,0.8843,2
circuit_1127.jpg,642,467,3,1,0.9522,2
circuit_1127.jpg,209,478,3,0,0.7313,2
circuit_1127.jpg,646,488,3,1,0.9141,2
circuit_1127.jpg,618,603,3,1,0.7569,3
circuit_1127.jpg,512,607,4,1,0.5262,3
circuit_1127.jpg,330,617,4,1,0.5519,2
circuit_1127.jpg,211,623,3,0,0.9267,2
circuit_113.jpg,375,151,3,0,0.9042,1
circuit_113.jpg,340,155,3,0,0.8752,1
circuit_113.jpg,584,159,4,0,0.3813,1
circuit_113.jpg,226,170,3,0,0.385,2
circuit_113.jpg,208,171,4,0,0.1193,2
circuit_113.jpg,989,211,3,0,0.0696,1
circuit_113.jpg,964,210,3,0,0.8711,1
circuit_113.jpg,920,215,3,0,0.0322,1
circuit_113.jpg,776,226,3,0,0.5643,1
circuit_113.jpg,580,228,4,0,0.2149,1
circuit_113.jpg,382,246,4,0,0.4931,1
circuit_113.jpg,212,248,4,1,0.1567,2
circuit_113.jpg,190,252,3,1,0.093,2
circuit_113.jpg,103,261,4,1,0.8849,2
circuit_113.jpg,225,307,4,0,0.9598,1
circuit_113.jpg,578,311,4,1,0.5812,2
circuit_113.jpg,531,386,3,1,0.9992,2
circuit_113.jpg,500,393,3,1,0.9989,2
circuit_113.jpg,486,396,3,1,0.9987,2
circuit_113.jpg,468,400,3,1,0.9504,2
circuit_113.jpg,459,402,3,1,0.9967,2
circuit_113.jpg,453,458,3,1,0.7643,2
circuit_113.jpg,849,482,3,0,0.0462,1
circuit_113.jpg,992,484,3,0,0.5484,1
circuit_113.jpg,988,517,3,0,0.2963,1
circuit_113.jpg,678,530,4,0,0.7826,1
circuit_113.jpg,850,532,4,0,0.5974,1
circuit_113.jpg,478,553,3,0,0.0143,2
circuit_113.jpg,450,557,4,1,0.8169,2
circuit_113.jpg,378,561,3,0,0.0311,2
circuit_113.jpg,400,561,4,1,0.2541,2
circuit_113.jpg,262,574,3,0,0.7536,1
circuit_113.jpg,676,592,3,0,0.8878,1
circuit_113.jpg,445,666,3,0,0.6804,2
circuit_113.jpg,398,673,4,1,0.4683,2
circuit_113.jpg,180,685,3,0,0.9682,1
circuit_113.jpg,102,694,3,0,0.953,1
circuit_113.jpg,66,698,3,0,0.6638,1
circuit_113.jpg,443,736,3,0,0.6614,2
circuit_113.jpg,220,741,3,0,0.3273,1
circuit_113.jpg,770,757,3,0,0.1866,1
circuit_113.jpg,632,773,3,0,0.4527,1
circuit_113.jpg,618,833,4,0,0.7353,1
circuit_113.jpg,494,838,4,0,0.6771,2
circuit_113.jpg,439,840,4,0,0.3319,2
circuit_113.jpg,964,844,3,0,0.8275,1
circuit_113.jpg,823,858,4,0,0.9494,1
circuit_113.jpg,844,856,3,0,0.9636,1
circuit_113.jpg,834,858,4,0,0.9221,1
circuit_1133.jpg,431,67,4,0,0.4618,1
circuit_1133.jpg,256,71,4,0,0.9766,1
circuit_1133.jpg,613,74,4,0,0.2608,1
circuit_1133.jpg,85,75,4,0,0.817,1
circuit_1133.jpg,662,75,3,0,0.8983,1
circuit_1133.jpg,798,106,3,0,0.1376,1
circuit_1133.jpg,260,114,3,0,0.9419,1
circuit_1133.jpg,261,124,3,0,0.8217,1
circuit_1133.jpg,432,150,3,0,0.7995,1
circuit_1133.jpg,622,158,3,0,0.942,1
circuit_1133.jpg,626,214,3,0,0.4731,1
circuit_1133.jpg,626,250,3,0,0.0,1
circuit_1133.jpg,78,256,3,0,0.9779,1
circuit_1133.jpg,218,264,3,0,0.0428,1
circuit_1133.jpg,799,264,3,0,0.9262,1
circuit_1133.jpg,73,284,3,0,0.9785,1
circuit_1133.jpg,258,287,4,0,0.4287,1
circuit_1133.jpg,417,295,4,0,0.7206,1
circuit_1133.jpg,440,304,3,0,0.9408,1
circuit_1133.jpg,626,364,3,0,0.9256,1
circuit_1133.jpg,74,426,3,1,0.5232,2
circuit_1133.jpg,261,428,3,0,0.9194,1
circuit_1133.jpg,630,450,3,0,0.1078,1
circuit_1133.jpg,256,452,3,0,0.3696,1
circuit_1133.jpg,440,484,3,0,0.0269,1
circuit_1133.jpg,805,488,4,0,0.9777,1
circuit_1133.jpg,752,495,3,0,0.3529,1
circuit_1133.jpg,252,504,4,0,0.0392,1
circuit_1133.jpg,619,523,3,0,0.0003,1
circuit_1133.jpg,633,524,4,0,0.0019,1
circuit_1133.jpg,73,548,3,1,0.0885,2
circuit_1133.jpg,243,622,3,1,0.8871,2
circuit_1133.jpg,784,708,3,1,0.8021,2
circuit_1133.jpg,810,709,3,1,0.4945,2
circuit_1133.jpg,236,712,4,1,0.9171,2
circuit_1133.jpg,431,728,3,0,0.1922,1
circuit_1133.jpg,236,858,3,1,0.8618,2
circuit_1133.jpg,812,868,4,1,0.6522,2
circuit_1133.jpg,786,870,3,1,0.9024,2
circuit_1133.jpg,522,880,3,1,0.7926,2
circuit_1133.jpg,435,884,4,1,0.7976,2
circuit_1133.jpg,69,907,3,1,0.5259,2
circuit_1133.jpg,72,940,4,1,0.1615,2
circuit_1133.jpg,116,944,3,1,0.4131,2
circuit_1133.jpg,126,945,3,1,0.9201,2
circuit_1133.jpg,814,946,4,1,0.0653,2
circuit_1133.jpg,642,947,4,1,0.725,2
circuit_1133.jpg,433,950,4,1,0.6621,2
circuit_1133.jpg,215,952,3,1,0.6856,2
circuit_1133.jpg,240,954,3,1,0.9318,2
circuit_1134.jpg,853,66,3,1,0.3335,7
circuit_1134.jpg,422,68,4,1,0.7803,7
circuit_1134.jpg,810,68,4,1,0.0243,7
circuit_1134.jpg,634,68,3,1,0.523,7
circuit_1134.jpg,238,72,4,1,0.4595,7
circuit_1134.jpg,854,104,3,1,0.6361,7
circuit_1134.jpg,625,227,4,1,0.511,7
circuit_1134.jpg,242,239,4,1,0.686,7
circuit_1134.jpg,109,242,4,1,0.0852,7
circuit_1134.jpg,420,241,4,1,0.9996,7
circuit_1134.jpg,859,250,4,1,0.6528,7
circuit_1134.jpg,421,364,3,1,0.0003,7
circuit_1134.jpg,680,408,3,1,0.6701,7
circuit_1134.jpg,847,410,4,1,0.4771,7
circuit_1134.jpg,512,414,3,1,0.3958,7
circuit_1134.jpg,494,415,3,1,0.4035,7
circuit_1134.jpg,338,419,3,1,0.5257,7
circuit_1134.jpg,427,422,4,1,0.8491,7
circuit_1134.jpg,248,420,3,1,0.095,7
circuit_1134.jpg,630,432,4,1,0.0876,7
circuit_1134.jpg,427,456,3,1,0.0309,7
circuit_1134.jpg,244,552,3,1,0.9071,7
circuit_1134.jpg,622,564,4,1,0.6674,7
circuit_1134.jpg,844,575,4,1,0.1011,7
circuit_1134.jpg,240,592,3,1,0.6974,7
circuit_1134.jpg,438,585,5,1,0.9995,7
circuit_1134.jpg,632,588,4,1,0.9663,7
circuit_1134.jpg,426,608,4,1,0.9948,2
circuit_1134.jpg,622,739,3,1,0.0032,7
circuit_1134.jpg,622,762,4,1,0.0331,7
circuit_1134.jpg,425,760,4,1,0.5153,7
circuit_1134.jpg,845,760,4,1,0.3844,7
circuit_1134.jpg,422,888,4,1,0.6975,7
circuit_1134.jpg,624,888,3,1,0.2433,7
circuit_1134.jpg,240,894,3,1,0.5243,7
circuit_1134.jpg,794,893,3,1,0.7583,7
circuit_1134.jpg,841,899,3,1,0.0898,7
circuit_1135.jpg,434,372,3,0,0.7282,1
