image,matched,n_gt,n_pred,net_f1,nged,per_component_connected_acc,per_component_recall_acc,rep,strict_success,terminal_pair_f1,terminal_pair_precision,terminal_pair_recall,unmatched_gt,unmatched_pred
circuit_931.jpg,13,14,14,0.6296296296296297,0.25274725274725274,0.0,0.35714285714285715,rep0,False,0.5068493150684931,0.36633663366336633,0.8222222222222222,1,1
circuit_932.jpg,17,18,17,0.49382716049382713,0.3582089552238806,0.0,0.05555555555555555,rep0,False,0.17857142857142858,0.1388888888888889,0.25,1,0
circuit_937.jpg,24,24,24,1.0,0.2222222222222222,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_953.jpg,25,25,25,0.9245283018867925,0.3473684210526316,0.56,0.56,rep0,False,0.8051948051948051,0.8378378378378378,0.775,0,0
circuit_957.jpg,24,24,24,1.0,0.38095238095238093,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_961.jpg,23,24,23,0.989247311827957,0.1686746987951807,0.5,0.5,rep0,False,0.9417989417989417,1.0,0.89,1,0
circuit_963.jpg,14,14,15,0.6470588235294118,0.3652173913043478,0.14285714285714285,0.21428571428571427,rep0,False,0.4516129032258065,0.3373493975903614,0.6829268292682927,0,1
circuit_968.jpg,22,22,22,0.9166666666666666,0.36416184971098264,0.5909090909090909,0.5909090909090909,rep0,False,0.8095238095238095,0.864406779661017,0.7611940298507462,0,0
circuit_972.jpg,23,24,24,0.9148936170212766,0.3373493975903614,0.20833333333333334,0.3333333333333333,rep0,False,0.8372093023255816,0.8256880733944955,0.8490566037735849,1,1
circuit_975.jpg,24,24,24,1.0,0.3614457831325301,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_979.jpg,24,24,24,0.8510638297872339,0.24550898203592814,0.5416666666666666,0.5416666666666666,rep0,False,0.8867924528301887,0.8867924528301887,0.8867924528301887,0,0
circuit_980.jpg,15,15,17,0.6111111111111113,0.424,0.0,0.0,rep0,False,0.4297520661157025,0.4642857142857143,0.4,0,2
circuit_986.jpg,8,8,8,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_992.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_995.jpg,18,18,18,0.735294117647059,0.1896551724137931,0.2222222222222222,0.5,rep0,False,0.6181818181818182,0.4722222222222222,0.8947368421052632,0,0
