stem,population,gt_solved,pred_solved,gt_category,pred_category,pred_repaired_solved,gt_op_degenerate_zero,gt_op_span_V,n_gt_nodes,n_pred_nodes,n_corresponded,n_agree,recall,precision,f1,f1_incl_ground,exact,max_abs_dv,median_abs_dv,f1_shipped_policy,n_gt_comps,n_pred_comps,aligned,unmatched_gt,unmatched_pred,net_f1_topology,terminal_pair_f1_topology,strict_success_topology
circuit_706,both_solve,1,1,ok,ok,1,0,14.5917432,15,16,15,13,0.8666666666666667,0.8125,0.8387096774193549,0.8484848484848485,False,1.1558399999999995,0.0,0.8387096774193549,23,23,23,0,0,0.9795918367346939,0.9852941176470589,0
circuit_71,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_711,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.91106918,,,,,,,,,,,,,19,18,18,1,0,0.9014084507042254,0.7933884297520661,0
circuit_717,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,False,30.0,0.0,0.6666666666666666,7,7,7,0,0,1.0,1.0,1
circuit_721,neither_solves,0,0,singular_matrix,singular_matrix,1,0,1.0099999999999998,,,,,,,,,,,,,5,5,5,0,0,1.0,1.0,1
circuit_724,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,3,0.75,0.75,0.75,0.8000000000000002,False,1.0,0.0,0.75,9,9,9,0,0,1.0,1.0,1
circuit_731,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.999279558,,,,,,,,,,,,,6,7,6,0,1,0.9565217391304348,0.846153846153846,0
circuit_74,both_solve,1,1,ok,ok,1,0,14.5917432,15,15,15,13,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.875,False,0.2367000000000008,0.0,0.8666666666666667,23,23,23,0,0,1.0,1.0,1
circuit_744,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.35526315789473684,0
circuit_754,neither_solves,0,0,singular_matrix,singular_matrix,0,0,0.0,,,,,,,,,,,,,18,19,18,0,1,0.8470588235294119,0.6942148760330578,0
circuit_76,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.3448821,,,,,,,,,,,,,19,19,19,0,0,0.9444444444444444,0.9047619047619047,0
circuit_763,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6595744680851063,0.4210526315789474,0
circuit_765,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,False,2.0,0.0,0.6666666666666666,8,8,8,0,0,1.0,1.0,1
circuit_77,neither_solves,0,0,singular_matrix,singular_matrix,0,0,16.46012,,,,,,,,,,,,,14,14,14,0,0,0.7407407407407407,0.6619718309859155,0
circuit_776,both_solve,1,1,ok,ok,1,0,15.0,5,5,5,5,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,9,9,9,0,0,1.0,1.0,1
circuit_777,neither_solves,0,0,singular_matrix,singular_matrix,0,0,14.99999761,,,,,,,,,,,,,6,6,6,0,0,1.0,1.0,1
circuit_778,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6595744680851063,0.4210526315789474,0
circuit_779,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,1,0.25,0.25,0.25,0.4000000000000001,False,30.0,30.0,0.25,7,7,7,0,0,1.0,1.0,1
circuit_78,both_solve,1,1,ok,ok,1,0,0.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_786,both_solve,1,1,ok,ok,1,0,15.5,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,False,30.0,1.0,0.3333333333333333,7,7,7,0,0,1.0,1.0,1
circuit_792,both_solve,1,1,ok,ok,1,0,14.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,8,8,8,0,0,1.0,1.0,1
circuit_809,both_solve,1,1,ok,ok,1,0,5.0,4,4,4,1,0.25,0.25,0.25,0.4000000000000001,False,30.0,10.0,0.25,8,8,8,0,0,1.0,1.0,1
circuit_810,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.90408836,,,,,,,,,,,,,19,19,19,0,0,0.8888888888888888,0.8130081300813008,0
circuit_812,both_solve,1,1,ok,ok,1,0,0.0,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,9,9,9,0,0,1.0,1.0,1
circuit_817,both_solve,1,1,ok,ok,1,0,0.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_82,both_solve,1,1,ok,ok,1,0,1.7321100000000005,16,15,15,6,0.375,0.4,0.38709677419354843,0.3636363636363636,False,13.662931,0.09731999999999985,0.38709677419354843,22,22,22,0,0,1.0,1.0,1
circuit_822,neither_solves,0,0,singular_matrix,singular_matrix,1,0,15.0000000493196,,,,,,,,,,,,,14,14,14,0,0,1.0,1.0,1
circuit_827,neither_solves,0,0,singular_matrix,singular_matrix,1,0,1000000015.0,,,,,,,,,,,,,14,14,14,0,0,0.5806451612903226,0.3214285714285714,0
circuit_83,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15.734815,,,,,,,,,,,,,14,14,14,0,0,0.8518518518518519,0.7692307692307693,0
circuit_831,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.35526315789473684,0
circuit_837,both_solve,1,1,ok,ok,1,0,15.0,2,2,2,2,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,6,6,6,0,0,1.0,1.0,1
circuit_843,only_gt_solves,1,0,ok,singular_matrix,1,0,2.0,,,,,,,,,,,,,7,7,7,0,0,0.8461538461538461,0.7857142857142856,0
circuit_847,both_solve,1,1,ok,ok,1,0,14.5917432,15,15,15,11,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.75,False,13.663061,0.0,0.7333333333333333,23,23,23,0,0,1.0,1.0,1
circuit_848,neither_solves,0,0,parse_error,singular_matrix,0,0,0.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.36,0
circuit_853,both_solve,1,1,ok,ok,1,0,17.0,4,4,4,2,0.5,0.5,0.5,0.6,False,4.0,1.0,0.5,8,8,8,0,0,1.0,1.0,1
circuit_855,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.416154,,,,,,,,,,,,,19,19,19,0,0,0.9444444444444444,0.9047619047619047,0
circuit_857,only_pred_solves,0,1,singular_matrix,ok,1,0,15.0,,,,,,,,,,,,,7,7,7,0,0,1.0,1.0,1
circuit_858,neither_solves,0,0,singular_matrix,singular_matrix,0,0,26.351626,,,,,,,,,,,,,13,13,13,0,0,0.5,0.3302752293577982,0
circuit_887,neither_solves,0,0,singular_matrix,singular_matrix,0,0,0.0,,,,,,,,,,,,,18,18,18,0,0,0.9024390243902439,0.846153846153846,0
circuit_89,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_891,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.35526315789473684,0
circuit_896,neither_solves,0,0,singular_matrix,singular_matrix,1,0,0.0,,,,,,,,,,,,,18,19,18,0,1,0.9859154929577464,0.9541284403669724,0
circuit_914,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_916,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,26,24,0,2,0.6391752577319586,0.3950617283950617,0
circuit_919,only_pred_solves,0,1,singular_matrix,ok,1,0,15.000001999999999,,,,,,,,,,,,,12,12,12,0,0,1.0,1.0,1
circuit_920,both_solve,1,1,ok,ok,1,0,15.5,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,8,8,8,0,0,1.0,1.0,1
circuit_923,both_solve,1,1,ok,ok,1,0,0.0,2,2,2,2,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,5,5,5,0,0,1.0,1.0,1
circuit_927,neither_solves,0,0,singular_matrix,singular_matrix,0,0,30.0,,,,,,,,,,,,,14,14,13,1,1,0.7777777777777778,0.6837606837606838,0
circuit_928,both_solve,1,1,ok,ok,1,0,16.0,5,5,5,0,0.0,0.0,0.0,0.16666666666666666,False,30.0,30.0,0.0,9,9,9,0,0,1.0,1.0,1
circuit_930,neither_solves,0,0,singular_matrix,singular_matrix,1,0,15.312196,,,,,,,,,,,,,19,19,19,0,0,0.9444444444444444,0.9047619047619047,0
circuit_934,both_solve,1,1,ok,ok,1,0,8.0,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,False,1.0,1.0,0.3333333333333333,7,7,7,0,0,1.0,1.0,1
circuit_936,neither_solves,0,0,singular_matrix,singular_matrix,1,0,1000000020.13394,,,,,,,,,,,,,14,14,14,0,0,1.0,1.0,1
circuit_940,both_solve,1,1,ok,ok,1,1,0.0,1,1,1,1,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,5,5,5,0,0,1.0,1.0,1
circuit_941,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.5950352,,,,,,,,,,,,,19,19,19,0,0,0.8611111111111112,0.7894736842105263,0
circuit_949,both_solve,1,1,ok,ok,1,0,14.98207181,14,14,13,10,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7333333333333333,False,14.5697584,0.0,0.6428571428571429,22,22,22,0,0,0.9347826086956522,0.931297709923664,0
circuit_958,neither_solves,0,0,singular_matrix,singular_matrix,0,0,16.0,,,,,,,,,,,,,7,7,7,0,0,1.0,1.0,1
circuit_96,both_solve,1,1,ok,ok,1,0,14.7424115,15,15,15,13,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.875,False,0.6885899999999996,0.0,0.8666666666666667,22,22,22,0,0,1.0,1.0,1
circuit_98,both_solve,1,1,ok,ok,1,0,14.5917432,15,15,15,9,0.6,0.6,0.6,0.625,False,0.7123299999999997,0.00021329999999997185,0.5333333333333333,23,23,23,0,0,1.0,1.0,1
circuit_981,neither_solves,0,0,singular_matrix,singular_matrix,0,0,0.0,,,,,,,,,,,,,28,28,28,0,0,0.6851851851851852,0.4352941176470588,0
circuit_985,only_gt_solves,1,0,ok,singular_matrix,1,0,1000000015.0,,,,,,,,,,,,,15,16,15,0,1,0.5633802816901409,0.29457364341085274,0
circuit_988,both_solve,1,1,ok,ok,1,0,0.0,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,6,6,6,0,0,1.0,1.0,1
circuit_991,only_gt_solves,1,0,ok,singular_matrix,1,0,10.666667,,,,,,,,,,,,,9,9,9,0,0,0.8387096774193549,0.8333333333333333,0
circuit_999,both_solve,1,1,ok,ok,1,0,30.0,4,4,4,1,0.25,0.25,0.25,0.4000000000000001,False,30.0,25.0,0.25,9,9,9,0,0,1.0,1.0,1
