image,x,y,label,degree,dark_at_site,dark_peak,dark_excess_area,stroke_dark_local
circuit_1074.jpg,995,508,0,2,-0.132,1.569,7,95.0
circuit_1074.jpg,287,512,0,1,0.057,1.5726,10,86.0
circuit_1074.jpg,673,536,1,3,-0.2686,1.705,9,83.0
circuit_1074.jpg,554,540,0,3,-0.1224,1.4294,4,81.0
circuit_1074.jpg,992,546,0,3,0.0378,2.1739,9,85.0
circuit_1074.jpg,803,549,1,3,-0.0623,1.7662,10,89.0
circuit_1074.jpg,692,578,1,2,-0.0184,1.6641,11,85.0
circuit_1074.jpg,287,590,0,3,0.0079,2.6104,21,88.0
circuit_1074.jpg,115,592,0,3,0.0768,1.4043,12,77.0
circuit_1074.jpg,766,617,0,2,-0.1979,1.4184,6,82.0
circuit_1074.jpg,119,631,0,1,-0.2589,1.3644,8,84.0
circuit_1074.jpg,792,639,1,2,-0.1789,1.2924,4,90.0
circuit_1074.jpg,287,655,0,2,0.0166,1.5816,8,86.0
circuit_1074.jpg,122,682,0,1,-0.0452,1.6797,10,82.0
circuit_1074.jpg,802,708,1,4,-0.2617,1.797,6,89.0
circuit_1074.jpg,648,707,0,3,-0.0276,1.8679,6,82.0
circuit_1074.jpg,812,708,0,3,-0.1983,1.8746,3,89.0
circuit_1074.jpg,988,712,0,2,-0.2305,2.6714,12,86.0
circuit_1076.jpg,330,157,0,2,-0.3563,1.4097,4,105.0
circuit_1076.jpg,481,209,0,2,-0.1111,2.2695,16,103.0
circuit_1076.jpg,506,211,0,1,-0.4378,0.9875,0,94.0
circuit_1076.jpg,61,226,0,2,-0.2514,1.2625,1,101.0
circuit_1076.jpg,144,230,0,3,-0.0091,1.4537,13,90.0
circuit_1076.jpg,164,234,0,2,-0.5903,1.1966,2,99.0
circuit_1076.jpg,60,256,0,2,-0.1855,1.2339,1,104.0
circuit_1076.jpg,340,277,0,3,-0.0923,1.7213,11,99.0
circuit_1076.jpg,481,282,0,3,0.1249,1.4368,12,88.0
circuit_1076.jpg,189,306,0,2,-0.1917,1.9244,8,96.0
circuit_1076.jpg,642,323,0,2,-0.0823,0.3747,0,95.0
circuit_1076.jpg,678,324,0,3,0.1823,1.9334,9,88.5
circuit_1076.jpg,856,326,0,2,-0.1661,1.0977,2,95.0
circuit_1076.jpg,938,330,0,2,-0.4255,0.9621,0,93.0
circuit_1076.jpg,963,333,0,2,-0.1598,2.0469,5,96.0
circuit_1076.jpg,969,358,0,2,-0.1735,1.6545,8,97.0
circuit_1076.jpg,494,364,0,2,-0.1792,1.3752,4,90.0
circuit_1076.jpg,420,365,0,2,-0.207,1.3345,6,96.0
circuit_1076.jpg,973,378,0,2,-0.1326,1.6481,8,96.0
circuit_1076.jpg,978,404,0,2,-0.2669,1.86,3,96.0
circuit_1076.jpg,698,433,0,1,-0.7601,0.759,0,88.5
circuit_1076.jpg,710,434,0,2,-0.123,0.5458,0,90.0
circuit_1076.jpg,758,438,0,2,0.082,1.0905,2,88.5
circuit_1076.jpg,777,441,0,2,-0.271,1.6673,5,92.0
circuit_1076.jpg,596,444,0,2,-0.332,1.5092,6,113.0
circuit_1076.jpg,419,504,0,4,-0.0052,1.4265,2,68.0
circuit_1076.jpg,364,506,0,3,-0.4854,1.4214,6,75.0
circuit_1076.jpg,446,506,0,2,0.0228,0.9819,0,89.0
circuit_1076.jpg,588,510,0,3,0.2161,1.4081,12,79.0
circuit_1076.jpg,991,534,0,3,-0.1069,1.6181,18,85.0
circuit_1076.jpg,918,535,0,1,-0.297,1.1059,2,97.0
circuit_1076.jpg,786,540,0,3,-0.2378,1.3647,4,82.0
circuit_1076.jpg,78,562,0,1,-0.3335,1.3005,3,85.0
circuit_1076.jpg,90,561,0,2,-0.2848,1.3486,1,84.0
circuit_1076.jpg,238,564,0,2,0.1103,1.2709,4,71.0
circuit_1076.jpg,611,570,0,2,-0.1879,1.2043,4,92.0
circuit_1076.jpg,220,613,0,2,-0.179,1.2583,10,88.0
circuit_1076.jpg,987,616,0,2,-0.1656,1.9943,16,85.0
circuit_1076.jpg,984,670,0,2,-0.3692,1.5227,11,85.0
circuit_1076.jpg,536,691,0,2,0.0199,2.1823,13,88.0
circuit_1076.jpg,733,694,0,2,-0.1063,1.7027,9,88.0
circuit_1076.jpg,538,718,0,2,-0.1444,1.6165,9,91.0
circuit_1076.jpg,536,767,0,3,-0.2576,1.55,4,70.0
circuit_1076.jpg,420,769,0,2,0.0033,1.3547,13,85.0
circuit_1076.jpg,736,776,0,2,-0.255,1.7148,3,77.0
circuit_1076.jpg,984,794,0,2,-0.1449,1.8947,7,86.0
circuit_1076.jpg,737,796,0,3,-0.0519,1.4601,7,84.0
circuit_1076.jpg,936,798,0,2,-0.2515,0.9261,0,88.5
circuit_1076.jpg,656,799,0,2,-0.2609,1.4233,5,87.0
circuit_1076.jpg,533,835,0,2,-0.4165,1.824,6,87.0
circuit_1077.jpg,462,332,0,2,-0.292,1.1019,1,91.0
circuit_1077.jpg,509,358,0,1,-0.6674,0.7044,0,76.5
circuit_1077.jpg,520,368,0,2,-1.1672,-0.2853,0,83.0
circuit_1077.jpg,459,372,0,3,-0.4762,0.877,0,77.0
circuit_1077.jpg,216,376,0,2,-0.2063,0.8854,0,77.0
circuit_1077.jpg,718,380,0,3,-0.1431,1.5572,7,85.0
circuit_1077.jpg,717,423,0,1,-0.3944,1.135,2,81.0
circuit_1077.jpg,459,430,0,2,-0.4414,0.8448,0,86.0
circuit_1077.jpg,799,558,0,2,-0.3154,0.7186,0,81.0
circuit_1077.jpg,796,571,0,2,-0.2828,1.1835,2,82.0
circuit_1077.jpg,764,571,0,2,-0.223,1.4518,8,109.0
circuit_1077.jpg,478,574,0,3,-0.3872,1.3335,3,81.0
circuit_1077.jpg,206,581,0,2,-0.0974,1.2722,3,79.0
circuit_1079.jpg,577,237,0,3,-0.3204,1.2519,3,99.0
circuit_1079.jpg,836,238,0,2,-0.669,0.5082,0,100.0
circuit_1079.jpg,878,246,0,2,-0.1355,1.4256,5,98.0
circuit_1079.jpg,325,315,0,3,-0.013,1.1634,9,87.0
circuit_1079.jpg,260,315,0,2,-0.3874,1.245,2,103.0
circuit_1079.jpg,873,460,1,4,0.0081,1.4136,7,93.0
circuit_1079.jpg,844,461,1,2,-0.225,2.0277,5,142.0
circuit_1079.jpg,324,467,1,3,0.0443,1.4788,14,83.0
circuit_1079.jpg,514,471,1,4,-0.0981,1.3858,14,87.0
circuit_1079.jpg,490,471,1,2,-0.0896,1.6396,3,105.0
circuit_1079.jpg,876,500,1,2,-0.3726,1.2566,2,82.0
circuit_1079.jpg,272,529,0,1,-0.8553,0.6657,0,82.0
circuit_1079.jpg,877,554,1,3,0.1727,1.3594,7,71.0
circuit_1079.jpg,850,555,1,2,0.0326,1.5538,16,80.0
circuit_1079.jpg,314,588,1,2,-0.2642,1.7919,6,80.0
circuit_1079.jpg,88,606,0,3,-0.2887,1.4979,3,87.0
circuit_1079.jpg,112,607,0,2,-0.2857,0.8799,0,114.0
circuit_1079.jpg,775,616,1,3,0.0724,2.172,11,72.0
circuit_1079.jpg,594,634,0,2,0.2417,1.415,9,99.5
circuit_1079.jpg,512,636,0,3,0.0428,1.5635,3,75.0
circuit_1079.jpg,772,642,1,2,-0.2345,1.3076,4,82.0
circuit_1079.jpg,597,654,0,2,-0.2667,1.7897,3,91.0
circuit_1079.jpg,513,671,0,2,-0.2885,1.556,7,87.0
circuit_1079.jpg,770,676,1,2,-0.0887,1.4612,5,82.0
circuit_1079.jpg,601,684,0,2,-0.175,1.5962,3,83.0
circuit_1079.jpg,603,694,0,2,-0.2886,1.1812,3,82.0
circuit_1079.jpg,194,702,1,2,-0.233,1.7813,4,82.0
circuit_1079.jpg,609,727,0,2,-0.0511,1.3954,6,86.0
circuit_1079.jpg,835,728,0,2,-0.2637,1.4131,2,87.0
circuit_1079.jpg,652,733,0,3,0.1083,1.8006,9,103.0
circuit_1079.jpg,533,770,0,2,-0.1858,1.1881,5,81.0
circuit_1079.jpg,309,772,1,2,-0.3,1.1338,2,82.0
circuit_1079.jpg,192,788,1,3,0.0348,1.4652,16,79.0
circuit_1079.jpg,650,791,0,3,0.0204,1.4669,10,74.0
circuit_1079.jpg,771,793,0,3,0.0021,1.7115,26,83.0
circuit_1079.jpg,310,794,1,3,0.2199,1.8947,12,82.0
circuit_1079.jpg,530,793,0,3,-0.0702,1.4274,9,78.0
circuit_1079.jpg,810,795,0,2,-0.0403,1.4659,2,98.0
circuit_1079.jpg,881,796,0,4,-0.1644,1.3149,6,73.0
circuit_1087.jpg,3,286,0,1,-0.0647,1.882,24,81.0
circuit_1087.jpg,634,343,0,2,0.0878,2.5148,17,76.0
circuit_1087.jpg,345,345,1,2,0.0546,2.1398,13,71.0
circuit_1087.jpg,874,426,0,2,-0.2239,1.5397,11,82.0
circuit_1087.jpg,641,436,0,3,-0.1681,1.2734,3,72.0
circuit_1087.jpg,195,444,0,1,-0.0767,1.9952,12,74.0
circuit_1087.jpg,394,444,1,2,-0.1483,1.5196,7,72.5
circuit_1087.jpg,348,445,1,3,-0.1392,1.5596,4,71.0
circuit_1087.jpg,871,585,0,2,-0.4135,1.8062,5,67.0
circuit_1087.jpg,598,600,0,3,0.1087,1.908,7,65.0
circuit_1087.jpg,401,605,1,4,0.223,1.6428,18,66.0
circuit_1087.jpg,196,618,0,2,-0.1563,1.3658,8,65.0
circuit_1087.jpg,2,738,0,2,0.0665,1.9153,14,91.0
circuit_1087.jpg,1022,740,0,1,-0.3098,1.6557,13,78.0
circuit_1093.jpg,336,323,0,3,0.2305,2.0105,32,102.0
circuit_1093.jpg,454,323,0,3,-0.0109,1.9583,26,93.0
circuit_1093.jpg,634,324,1,3,0.1807,1.8798,32,92.0
circuit_1093.jpg,825,323,1,2,-0.0058,2.6438,15,104.0
circuit_1093.jpg,594,326,1,2,0.0693,1.7856,21,94.0
circuit_1093.jpg,139,327,0,2,0.113,1.6857,19,90.0
circuit_1093.jpg,139,475,1,4,0.1902,1.794,25,78.0
circuit_1093.jpg,168,478,1,2,-0.1536,1.2417,3,93.0
circuit_1093.jpg,184,480,1,2,-0.0999,1.5049,7,93.0
circuit_1093.jpg,244,483,1,2,-0.1048,1.3858,8,96.5
circuit_1093.jpg,340,489,1,4,0.1565,2.1457,49,93.0
circuit_1093.jpg,836,490,1,4,0.259,2.048,36,79.0
circuit_1093.jpg,459,495,1,4,0.3518,1.5217,19,74.0
circuit_1093.jpg,636,496,1,4,0.281,2.1912,33,77.0
circuit_1093.jpg,399,523,0,2,0.1471,1.6123,18,83.0
circuit_1093.jpg,377,529,0,2,0.0066,1.7076,17,83.0
circuit_1093.jpg,137,650,1,2,-0.1899,2.0263,17,81.0
circuit_1093.jpg,506,657,0,3,-0.408,1.1204,1,81.0
circuit_1093.jpg,340,661,1,3,0.0062,1.6896,12,76.0
circuit_1093.jpg,494,661,1,3,-0.2454,1.3029,9,87.0
circuit_1093.jpg,308,662,0,2,-0.0795,1.5546,5,89.0
circuit_1093.jpg,408,662,1,2,-0.3005,0.9592,0,90.0
circuit_1093.jpg,452,663,1,3,0.0613,1.6007,18,78.0
circuit_1093.jpg,512,665,0,2,-0.1378,1.3546,15,81.0
circuit_1093.jpg,573,668,1,2,-0.1271,1.6342,15,80.0
circuit_1093.jpg,636,668,1,3,0.0679,1.5318,22,79.0
circuit_1093.jpg,832,670,0,2,0.1649,1.874,27,84.0
circuit_1094.jpg,611,378,0,2,0.0016,1.7949,5,85.0
circuit_1094.jpg,538,428,0,4,-0.279,1.228,2,95.0
circuit_1094.jpg,515,424,0,3,-0.108,1.5284,9,92.0
circuit_1094.jpg,551,421,0,3,-0.6369,1.0568,1,93.0
circuit_1094.jpg,581,430,1,2,0.0339,1.5394,11,92.0
circuit_1094.jpg,552,430,0,4,-0.0496,1.1576,6,93.0
circuit_1094.jpg,613,434,1,3,0.0074,1.3408,11,93.0
circuit_1094.jpg,514,436,0,2,-0.2469,1.4738,9,89.0
circuit_1094.jpg,792,471,1,3,0.1396,1.5184,16,83.0
circuit_1094.jpg,614,475,1,3,-0.0987,1.5498,10,94.0
circuit_1094.jpg,311,476,0,2,0.0272,1.3071,9,82.0
circuit_1094.jpg,788,588,1,2,-0.2994,1.6893,4,78.0
circuit_1094.jpg,614,594,1,2,-0.2285,0.8351,0,90.0
circuit_1094.jpg,570,596,1,2,0.0055,1.6242,11,79.0
circuit_1097.jpg,2,286,0,2,-0.3153,1.4536,3,98.0
circuit_1097.jpg,492,289,0,3,-0.4127,0.8502,0,88.0
circuit_1097.jpg,488,302,0,3,-0.2643,1.0985,1,79.0
circuit_1097.jpg,777,349,0,2,-0.2326,1.3053,4,78.0
circuit_1097.jpg,542,363,0,3,-0.1252,1.2105,4,82.0
circuit_1097.jpg,226,374,0,2,-0.2927,1.0251,2,77.0
circuit_1097.jpg,796,478,0,2,-0.3031,1.1171,5,79.0
circuit_1097.jpg,576,544,0,1,-0.3313,1.6562,6,82.0
circuit_1097.jpg,579,562,0,2,-0.3075,1.3894,1,79.0
circuit_1097.jpg,802,565,0,2,-0.0314,1.4967,8,92.0
circuit_1097.jpg,250,574,0,2,-0.2748,1.1895,2,80.0
circuit_1097.jpg,251,582,0,2,-0.3445,0.7434,0,82.0
circuit_1097.jpg,582,587,0,4,-0.0606,1.2511,3,80.0
circuit_1097.jpg,585,610,0,2,-0.2338,1.3134,3,81.0
circuit_1097.jpg,2,738,0,2,-0.1279,1.7556,6,112.0
circuit_1097.jpg,1022,740,0,1,-0.1517,1.5174,4,109.0
circuit_1111.jpg,865,117,0,2,-0.1717,1.721,6,95.0
circuit_1111.jpg,150,148,0,2,-0.1611,1.4806,7,93.0
circuit_1111.jpg,210,152,0,3,0.0663,1.5368,9,93.0
circuit_1111.jpg,865,182,0,2,-0.2509,1.6996,6,99.0
circuit_1111.jpg,682,196,0,3,0.1093,1.7159,31,103.0
circuit_1111.jpg,418,197,0,2,-0.0863,1.5504,9,100.5
circuit_1111.jpg,460,198,0,3,-0.261,1.7216,14,93.0
circuit_1111.jpg,966,223,1,2,-0.171,2.132,16,102.0
circuit_1111.jpg,866,225,0,3,-0.1409,1.4507,13,93.0
circuit_1111.jpg,267,237,0,2,-0.1176,1.5496,10,95.0
circuit_1111.jpg,575,478,1,2,-0.0256,1.7253,18,99.0
circuit_1111.jpg,362,536,0,1,-0.1374,1.2379,11,86.0
circuit_1111.jpg,384,538,0,2,-0.0443,1.5128,4,87.0
circuit_1111.jpg,424,542,0,2,-0.1397,1.8,17,86.0
circuit_1111.jpg,452,544,0,2,-0.1622,1.119,2,85.0
circuit_1111.jpg,466,547,1,3,-0.0518,1.5383,12,86.0
circuit_1111.jpg,580,549,1,4,-0.0413,1.8152,17,84.0
circuit_1111.jpg,594,550,0,2,-0.1914,1.0741,2,84.0
circuit_1111.jpg,754,550,0,3,-0.1352,1.6417,17,84.0
circuit_1111.jpg,674,551,0,1,-0.5111,0.9529,0,85.0
circuit_1111.jpg,963,571,1,3,-0.1149,1.6978,10,88.0
circuit_1111.jpg,252,585,0,3,-0.0423,1.6127,12,84.0
circuit_1111.jpg,746,612,0,2,-0.0575,1.7369,19,87.0
circuit_1111.jpg,432,614,1,1,-0.0956,1.733,15,95.0
circuit_1111.jpg,465,613,1,2,-0.1568,1.716,7,85.0
circuit_1111.jpg,961,704,0,2,0.001,1.8771,22,101.0
circuit_1111.jpg,798,810,0,2,-0.2442,1.3503,2,89.0
circuit_1111.jpg,836,813,0,2,-0.2367,1.5215,8,88.0
circuit_1111.jpg,604,868,0,1,-0.2246,1.47,6,90.0
circuit_1111.jpg,674,868,0,3,-0.012,1.6354,5,94.0
circuit_1111.jpg,836,886,0,2,-0.1234,2.0609,21,88.0
circuit_1111.jpg,956,888,0,3,-0.031,1.5573,21,91.0
circuit_1121.jpg,416,386,1,3,-0.0293,1.7224,12,75.0
circuit_1121.jpg,635,385,1,2,-0.2815,2.1239,8,81.0
circuit_1121.jpg,648,619,1,2,-0.1239,1.5668,7,84.0
circuit_1121.jpg,416,622,1,4,0.0576,1.3957,2,76.0
circuit_1122.jpg,121,350,0,2,0.1325,2.0076,27,94.0
circuit_1122.jpg,296,353,0,2,-0.1891,1.2635,6,102.0
circuit_1122.jpg,331,356,1,3,0.0041,1.7969,32,96.0
circuit_1122.jpg,520,357,1,3,0.2125,1.9049,27,94.0
circuit_1122.jpg,670,357,1,3,0.131,2.054,35,95.0
circuit_1122.jpg,525,402,1,1,-0.1173,1.9861,14,95.0
circuit_1122.jpg,680,464,1,2,-0.1508,1.4957,9,91.0
circuit_1122.jpg,818,496,1,4,0.2587,1.8248,35,85.0
circuit_1122.jpg,683,501,1,4,0.1579,1.9502,44,86.0
circuit_1122.jpg,670,502,1,2,-0.3146,1.0276,3,88.0
circuit_1122.jpg,660,503,1,2,-0.3459,0.8842,0,94.5
circuit_1122.jpg,528,507,1,4,0.0884,1.6672,18,78.0
circuit_1122.jpg,130,511,1,4,0.2677,1.7025,26,79.0
circuit_1122.jpg,330,510,1,4,0.1802,1.8862,25,81.0
circuit_1122.jpg,40,518,0,2,-0.2192,1.5699,12,92.5
circuit_1122.jpg,450,527,0,2,-0.251,1.4631,10,89.0
circuit_1122.jpg,903,526,0,1,-0.0231,1.8958,27,96.5
circuit_1122.jpg,438,532,0,2,-0.0322,1.3286,10,85.0
circuit_1122.jpg,426,535,0,2,0.0443,1.4823,10,83.0
circuit_1122.jpg,686,643,1,4,-0.1291,1.8857,14,78.0
circuit_1122.jpg,664,643,1,3,0.0027,1.6466,13,75.0
circuit_1122.jpg,524,655,0,3,0.0028,1.675,15,84.0
circuit_1122.jpg,329,657,0,3,0.2217,1.5075,17,82.0
circuit_1122.jpg,176,664,1,2,-0.3068,1.255,1,89.0
circuit_1122.jpg,136,665,1,2,-0.0553,2.1948,23,87.0
circuit_1124.jpg,338,252,1,3,0.4444,3.6962,61,168.0
circuit_1124.jpg,488,253,1,3,0.5887,3.706,56,175.0
circuit_1124.jpg,680,256,1,3,0.5776,3.8374,68,172.0
circuit_1124.jpg,816,255,1,2,0.1372,3.2271,23,176.5
circuit_1124.jpg,901,258,1,2,0.514,3.5672,74,158.0
circuit_1124.jpg,490,296,1,2,0.3505,2.4552,42,160.5
circuit_1124.jpg,332,442,1,4,0.4025,3.3208,85,149.0
circuit_1124.jpg,676,440,1,4,0.4222,3.3842,60,164.0
circuit_1124.jpg,487,442,1,4,0.6803,3.2963,114,146.0
circuit_1124.jpg,532,442,1,2,0.2203,2.3122,24,179.0
circuit_1124.jpg,152,447,1,2,0.3513,2.732,22,170.0
circuit_1124.jpg,896,447,1,4,0.8768,3.591,120,160.0
circuit_1124.jpg,977,447,1,2,0.5252,2.4773,64,150.0
circuit_1124.jpg,104,451,1,4,1.0001,3.2122,155,156.0
circuit_1124.jpg,82,453,0,1,-0.3583,2.094,7,155.0
circuit_1124.jpg,970,604,0,1,-0.1448,1.3894,10,146.0
circuit_1124.jpg,491,620,1,2,-0.1173,2.5166,22,141.0
circuit_1124.jpg,888,636,0,2,0.517,2.955,58,164.0
circuit_1124.jpg,672,645,0,3,0.6203,3.6509,86,167.0
circuit_1124.jpg,492,652,0,3,0.5896,3.0822,102,147.0
circuit_1124.jpg,245,656,0,1,-0.4736,0.5153,0,169.0
circuit_1124.jpg,331,655,1,3,0.3853,2.7892,90,144.0
circuit_1127.jpg,316,366,1,2,0.1572,1.967,15,83.0
circuit_1127.jpg,505,366,1,2,-0.4405,1.1617,1,93.0
circuit_1127.jpg,411,444,0,2,-0.0453,1.493,9,99.5
circuit_1127.jpg,445,449,0,2,-0.2892,1.2536,2,96.0
circuit_1127.jpg,321,470,1,4,0.2411,1.5752,23,86.0
circuit_1127.jpg,447,468,0,2,-0.4098,1.0443,1,98.0
circuit_1127.jpg,508,468,1,4,-0.0021,1.8745,21,92.5
