old                                      new
bfa31461421c4243c1a27f4e8c82ce99b51d2122 ebb0982cbec0e54b26b44ed72ab9063567a16def
c0595c7314a30ba53ee250e852a131eaffb0b582 5f8c45a4c5b26ac1c2ca047448b2bf1260a52195
c18b00f5031724bdfc4ec72645f2f4d078a5c6e8 45d3232ca338c389bd29eca2d1e88436d1f276a0
c529cd5294464bfb37e49902591b1ccff2dcde84 2c39e29d519c0bfa41eb7d8149686d45e43d689d
c6b3d35979117ab8ebe517b0b7f54ec0dd4347fc 44c57fa69fea151ecef4bdd744beb5105867a8ea
c81ca6506902912d88ed69eeb32cbdd76eb34215 e4ccc3c40ba488fff369aee8a57b7d28b88e5496
c88ff97ed8ec53e3d3c8dd33d971dce217142f76 24329c1e87cff0bcf4d74803e8d57bf13f10b20b
ca6fa190b8ce9f502a1e9f103f3fc2f622803bd9 0f29a90e3ff61aa87b53f35d687205c4bb0a1c10
cc8a7a30d80cb7080f7ef512e69c9d33b0250dbe a68498c55c2fdfc81854a996730a53488434e5a1
d3b41c4dba5453c503850a7528ccb70d9d6ed5e8 3eb2527c5acdf2915546d021148423ae951ddfc8
d3ecaa8f8c429b7d57ce69a86bf0a7916ea71ad7 c5e331404317067c49f0c5e1a73801d5cbc91028
d42895cd330c508ea53a62b3135c5241b5c45ac0 72104f4713e9493b13e12c2092eddddbd7cb1620
d4543090b8bf5c9168ebae87577b182151e09fef ac816eef4701de4d1f7f1afa069468a002ce0d66
d5f89e4b104eb8d7ad27e9af5dc6c2b1a085e40e a2d1534998428e31320893dca1b2b743cdb51ced
d926388bd6eede2c4382ebdd91c46f058bef30bf 37245e43475beac325d6c39c9f4a8d4dad3f2d78
d98f76e89e0e2909ed9ac4429897bf2c3ecd4e64 c77f51d9e1c4d88848c67cc5a6586c8ae93e0ee0
da68c5f6fc54691e5e3cdc174c4a46a96d1048ad 191b53d3074243183cfc0763bb5d69ffa896483a
dae7c4b311f99acb0fab57654dcea0cf7c1699f8 33ab799958fcd46003e45c11b598376f4041e84e
db2fe06c7884c463749c6c6f666a9ad7b2c46e2a 8176c5da08b3f6aa870ff1e4a5a0da54b712ab18
dc07de1d0c4ffe59c9786b7d03b795230ac0e8a9 3ec356b4c148a65a6e810ec0d241ef065daff6b7
ddfaf135efd4a1c8aad9c3776a4b0cb2bfef85c2 4e4a4610d3c4dc16bf86b9f637f75df12d3b6b3e
df8d7b7833f53fd61cb7ca25226bc87b287ee033 2bd22903cb663e747fc381116b2f304077357e25
e09deabba2271a4828648d3a723297f8950d03f7 fb45bb68623b7631d1341e673db5546173513c2e
e1c654d2c6a6c9072ca348dd09ffc524ca995787 a4c8c3c216ec176bf70a5b91f4c84f6e4b3e7f84
e7eab75262fb6205ca6851f6480c9e96e15dba59 92c1e5f635008d61c3ca45df25a7bde9ed113d56
e81d63f35d8fefffb8ac9a645f12b28d7fdf14e9 5df42db092787832ec2b559b5a6cc8e25754c2d8
e876e9fd920c6adad4dcbdf5f3cdc26ea1d7c65d 4c9fb48a1b7cc87f306f54b1e6f8db14e21ef237
ee3cb4672c37b2d3e2a8bafacc522c3064d9e777 8132dac1dbf51659bef5e26f0a599a48ffaf13f3
eeea06bef118b38108f8a1ee3ce9622d93d1fe03 f1481ebde92d46b9efb8521fb52f60d5b6f2e43c
f1beec82608bec0257586d16fed1f11be62365d7 b31eb0623cbd202b521464063a400f93b630b230
f3376eb788cce409ebb8aeac1b1df3c722a14331 f0cf443fb085bac3dbed8ee06d723458d44f9773
f3f4fd41de46feaf5e168257ef3df1041c770406 bdce3e00b00094fdcda87ee611336e2903f950fa
f55e41f1a0a4d03918769e0414fdbec5c1e5ce2e 5abaf127035c860dad4c89ccbcf1cc99aba48e70
f66c03b6b7fda9847e8dc2e09de39340e7aa6dae c98db30028efb0efe400aae6c977097caa502096
f7930ab894d707e17021a517a009940457ed0727 f04ec9187b5622fa0c671c12d6275ae6f65054a9
fd0a2aaaa138605eab4d7938f6ff5e6bfe045f9d 9989715d194f743611fb7bc19bfb04eee83a2f40
fe089b95561078f798219d37b10bd55c8dde59f9 539a47a150abf52554d60d35d4343f6c1093d803
fff38495cef7da3ccb82842e3bf2fa23e76f46f0 04b171ad25e6e4c1cb21e9758d9abfd0fedc16f9
