image,x,y,label,degree,dark_at_site,dark_ratio,dark_peak,dark_area,stroke_dark
circuit_1016.jpg,499,568,0,3,-1.0125,0.044,0.0466,0,2.0
circuit_1016.jpg,768,573,0,2,-0.8541,0.0517,0.0466,0,2.0
circuit_1016.jpg,371,578,0,3,-0.4549,0.0929,0.0466,0,2.0
circuit_1016.jpg,255,581,0,2,-0.4411,0.0956,0.0466,0,2.0
circuit_1016.jpg,799,589,0,2,-0.4557,0.0928,0.0466,0,2.0
circuit_1016.jpg,828,588,0,3,-0.6276,0.0691,0.0466,0,2.0
circuit_1016.jpg,834,610,0,3,-0.8192,0.0538,0.0466,0,2.0
circuit_1016.jpg,844,614,0,2,-0.6109,0.0709,0.0466,0,2.0
circuit_1016.jpg,372,661,0,2,-0.6605,0.0659,0.0466,0,2.0
circuit_1016.jpg,737,667,0,2,-0.7672,0.0573,0.0466,0,2.0
circuit_1016.jpg,247,702,0,3,-0.6758,0.0645,0.0466,0,2.0
circuit_1016.jpg,498,704,0,3,-0.5107,0.0836,0.0466,0,2.0
circuit_1016.jpg,466,706,0,3,-0.8083,0.0545,0.0466,0,2.0
circuit_1016.jpg,685,705,0,3,-0.4587,0.0922,0.0466,0,2.0
circuit_1016.jpg,796,710,0,3,-0.5099,0.0837,0.0466,0,2.0
circuit_1016.jpg,852,711,0,2,-1.0626,0.042,0.0466,0,2.0
circuit_1016.jpg,896,712,0,2,-0.4651,0.0911,0.0466,0,2.0
circuit_1018.jpg,492,402,1,3,0.0162,1.0435,0.3878,0,21.0
circuit_1018.jpg,241,404,0,2,0.0851,1.281,0.3878,0,21.0
circuit_1018.jpg,804,419,0,1,-0.2563,0.6021,0.3878,0,21.0
circuit_1018.jpg,502,600,1,3,0.0908,1.3058,0.3878,0,21.0
circuit_1018.jpg,446,611,1,2,-0.5464,0.4151,0.3878,0,21.0
circuit_1018.jpg,406,613,1,2,-0.7612,0.3375,0.3878,0,21.0
circuit_1018.jpg,243,620,1,2,-0.3111,0.5548,0.3878,0,21.0
circuit_1074.jpg,817,238,0,2,-0.3041,0.2288,0.0902,0,4.0
circuit_1074.jpg,667,267,0,2,-0.6675,0.119,0.0902,0,4.0
circuit_1074.jpg,560,268,0,2,-0.4762,0.1593,0.0902,0,4.0
circuit_1074.jpg,384,271,0,2,-0.3152,0.2225,0.0902,0,4.0
circuit_1074.jpg,67,278,0,2,-0.5055,0.1514,0.0902,0,4.0
circuit_1074.jpg,96,280,0,3,-0.9658,0.0854,0.0902,0,4.0
circuit_1074.jpg,224,282,0,2,-0.2375,0.2752,0.0902,0,4.0
circuit_1074.jpg,671,304,0,2,-0.3165,0.2218,0.0902,0,4.0
circuit_1074.jpg,672,325,0,3,-0.4135,0.1791,0.0902,0,4.0
circuit_1074.jpg,564,340,0,3,-0.341,0.2092,0.0902,0,4.0
circuit_1074.jpg,829,342,0,3,-0.6008,0.1305,0.0902,0,4.0
circuit_1074.jpg,388,348,0,3,-0.4773,0.1589,0.0902,0,4.0
circuit_1074.jpg,226,358,0,3,-0.448,0.1676,0.0902,0,4.0
circuit_1074.jpg,563,361,0,3,-0.515,0.149,0.0902,0,4.0
circuit_1074.jpg,532,365,0,2,-0.9349,0.088,0.0902,0,4.0
circuit_1074.jpg,704,382,0,2,-0.9225,0.0891,0.0902,0,4.0
circuit_1074.jpg,400,405,0,2,-0.4494,0.1672,0.0902,0,4.0
circuit_1074.jpg,96,410,0,1,-0.6255,0.126,0.0902,0,4.0
circuit_1074.jpg,399,422,0,2,-0.6572,0.1207,0.0902,0,4.0
circuit_1074.jpg,793,470,1,2,-0.5556,0.1397,0.0902,0,4.0
circuit_1074.jpg,678,478,1,2,-0.8898,0.0921,0.0902,0,4.0
circuit_1074.jpg,760,488,1,2,-0.6971,0.1146,0.0902,0,4.0
circuit_1074.jpg,729,487,1,2,-0.6981,0.1144,0.0902,0,4.0
circuit_1074.jpg,738,493,1,2,-0.3641,0.1986,0.0902,0,4.0
circuit_1074.jpg,394,500,0,3,-0.3834,0.1905,0.0902,0,4.0
circuit_1074.jpg,995,508,0,2,-0.5305,0.1453,0.0902,0,4.0
circuit_1074.jpg,287,512,0,1,-0.2538,0.2622,0.0902,0,4.0
circuit_1074.jpg,673,536,1,3,-0.4407,0.1699,0.0902,0,4.0
circuit_1074.jpg,554,540,0,3,-0.6188,0.1272,0.0902,0,4.0
circuit_1074.jpg,992,546,0,3,-0.3594,0.2006,0.0902,0,4.0
circuit_1074.jpg,803,549,1,3,-0.7097,0.1128,0.0902,0,4.0
circuit_1074.jpg,692,578,1,2,-0.4175,0.1777,0.0902,0,4.0
circuit_1074.jpg,287,590,0,3,-0.4575,0.1647,0.0902,0,4.0
circuit_1074.jpg,115,592,0,3,-0.251,0.2644,0.0902,0,4.0
circuit_1074.jpg,766,617,0,2,-0.9477,0.0869,0.0902,0,4.0
circuit_1074.jpg,119,631,0,1,-0.6715,0.1184,0.0902,0,4.0
circuit_1074.jpg,792,639,1,2,-0.774,0.1044,0.0902,0,4.0
circuit_1074.jpg,287,655,0,2,-0.4009,0.1837,0.0902,0,4.0
circuit_1074.jpg,122,682,0,1,-0.4695,0.1612,0.0902,0,4.0
circuit_1074.jpg,802,708,1,4,-0.6566,0.1208,0.0902,0,4.0
circuit_1074.jpg,648,707,0,3,-0.2494,0.2657,0.0902,0,4.0
circuit_1074.jpg,812,708,0,3,-1.4388,0.059,0.0902,0,4.0
circuit_1074.jpg,988,712,0,2,-0.6807,0.117,0.0902,0,4.0
circuit_1076.jpg,330,157,0,2,-1.1563,0.0738,0.0921,0,4.0
circuit_1076.jpg,481,209,0,2,-0.4629,0.166,0.0921,0,4.0
circuit_1076.jpg,506,211,0,1,-0.8787,0.0949,0.0921,0,4.0
circuit_1076.jpg,61,226,0,2,-0.9362,0.0896,0.0921,0,4.0
circuit_1076.jpg,144,230,0,3,-0.2493,0.2699,0.0921,0,4.0
circuit_1076.jpg,164,234,0,2,-1.229,0.0697,0.0921,0,4.0
circuit_1076.jpg,60,256,0,2,-0.7591,0.1083,0.0921,0,4.0
circuit_1076.jpg,340,277,0,3,-0.7364,0.1112,0.0921,0,4.0
circuit_1076.jpg,481,282,0,3,-0.1628,0.3615,0.0921,0,4.0
circuit_1076.jpg,189,306,0,2,-0.5529,0.1429,0.0921,0,4.0
circuit_1076.jpg,642,323,0,2,-1.1496,0.0742,0.0921,0,4.0
circuit_1076.jpg,678,324,0,3,-0.3371,0.2147,0.0921,0,4.0
circuit_1076.jpg,856,326,0,2,-1.2901,0.0667,0.0921,0,4.0
circuit_1076.jpg,938,330,0,2,-1.406,0.0615,0.0921,0,4.0
circuit_1076.jpg,963,333,0,2,-0.9764,0.0862,0.0921,0,4.0
circuit_1076.jpg,969,358,0,2,-0.7305,0.112,0.0921,0,4.0
circuit_1076.jpg,494,364,0,2,-0.2714,0.2534,0.0921,0,4.0
circuit_1076.jpg,420,365,0,2,-0.5222,0.15,0.0921,0,4.0
circuit_1076.jpg,973,378,0,2,-0.3749,0.1973,0.0921,0,4.0
circuit_1076.jpg,978,404,0,2,-0.5739,0.1383,0.0921,0,4.0
circuit_1076.jpg,698,433,0,1,-1.244,0.069,0.0921,0,4.0
circuit_1076.jpg,710,434,0,2,-1.1553,0.0739,0.0921,0,4.0
circuit_1076.jpg,758,438,0,2,-1.1876,0.072,0.0921,0,4.0
circuit_1076.jpg,777,441,0,2,-0.4028,0.1862,0.0921,0,4.0
circuit_1076.jpg,596,444,0,2,-0.6785,0.1196,0.0921,0,4.0
circuit_1076.jpg,419,504,0,4,-0.1096,0.4567,0.0921,0,4.0
circuit_1076.jpg,364,506,0,3,-0.4503,0.1699,0.0921,0,4.0
circuit_1076.jpg,446,506,0,2,-1.3557,0.0636,0.0921,0,4.0
circuit_1076.jpg,588,510,0,3,-0.27,0.2545,0.0921,0,4.0
circuit_1076.jpg,991,534,0,3,-0.315,0.2263,0.0921,0,4.0
circuit_1076.jpg,918,535,0,1,-1.3041,0.066,0.0921,0,4.0
circuit_1076.jpg,786,540,0,3,-0.6143,0.1304,0.0921,0,4.0
circuit_1076.jpg,78,562,0,1,-0.7404,0.1107,0.0921,0,4.0
circuit_1076.jpg,90,561,0,2,-1.2078,0.0709,0.0921,0,4.0
circuit_1076.jpg,238,564,0,2,-0.2096,0.3053,0.0921,0,4.0
circuit_1076.jpg,611,570,0,2,-0.4323,0.1757,0.0921,0,4.0
circuit_1076.jpg,220,613,0,2,-0.4615,0.1664,0.0921,0,4.0
circuit_1076.jpg,987,616,0,2,-0.7609,0.108,0.0921,0,4.0
circuit_1076.jpg,984,670,0,2,-0.8923,0.0936,0.0921,0,4.0
circuit_1076.jpg,536,691,0,2,-0.4388,0.1736,0.0921,0,4.0
circuit_1076.jpg,733,694,0,2,-0.8356,0.0993,0.0921,0,4.0
circuit_1076.jpg,538,718,0,2,-0.4545,0.1686,0.0921,0,4.0
circuit_1076.jpg,536,767,0,3,-0.1677,0.3547,0.0921,0,4.0
circuit_1076.jpg,420,769,0,2,-0.5338,0.1472,0.0921,0,4.0
circuit_1076.jpg,736,776,0,2,-0.7602,0.1081,0.0921,0,4.0
circuit_1076.jpg,984,794,0,2,-0.5244,0.1495,0.0921,0,4.0
circuit_1076.jpg,737,796,0,3,-0.6268,0.1282,0.0921,0,4.0
circuit_1076.jpg,936,798,0,2,-0.8566,0.0971,0.0921,0,4.0
circuit_1076.jpg,656,799,0,2,-1.1246,0.0757,0.0921,0,4.0
circuit_1076.jpg,533,835,0,2,-0.9709,0.0867,0.0921,0,4.0
circuit_1077.jpg,462,332,0,2,-0.3225,0.656,0.615,0,32.0
circuit_1077.jpg,509,358,0,1,-0.4445,0.5804,0.615,0,32.0
circuit_1077.jpg,520,368,0,2,-0.6691,0.4789,0.615,0,32.0
circuit_1077.jpg,459,372,0,3,-0.0272,0.9577,0.615,0,32.0
circuit_1077.jpg,216,376,0,2,0.269,1.7778,0.615,0,32.0
circuit_1077.jpg,718,380,0,3,-0.0303,0.9531,0.615,0,32.0
circuit_1077.jpg,717,423,0,1,-0.1354,0.8196,0.615,0,32.0
circuit_1077.jpg,459,430,0,2,-0.4911,0.556,0.615,0,32.0
circuit_1077.jpg,799,558,0,2,-0.1171,0.8401,0.615,0,32.0
circuit_1077.jpg,796,571,0,2,-0.1528,0.801,0.615,0,32.0
circuit_1077.jpg,764,571,0,2,-0.4676,0.568,0.615,0,32.0
circuit_1077.jpg,478,574,0,3,-0.3273,0.6526,0.615,0,32.0
circuit_1077.jpg,206,581,0,2,-0.1657,0.7878,0.615,0,32.0
circuit_1079.jpg,577,237,0,3,-0.7936,0.4248,0.5861,0,30.0
circuit_1079.jpg,836,238,0,2,-1.2391,0.3211,-0.9572,0,30.0
circuit_1079.jpg,878,246,0,2,-0.0762,0.885,0.5861,0,30.0
circuit_1079.jpg,325,315,0,3,0.0337,1.0609,0.5861,0,30.0
circuit_1079.jpg,260,315,0,2,-1.1678,0.3342,-0.3712,0,30.0
circuit_1079.jpg,873,460,1,4,-0.4436,0.5692,0.5861,0,30.0
circuit_1079.jpg,844,461,1,2,-1.0397,0.3605,0.3126,0,30.0
circuit_1079.jpg,324,467,1,3,0.068,1.1314,0.5861,0,30.0
circuit_1079.jpg,514,471,1,4,0.1071,1.2236,0.5861,0,30.0
circuit_1079.jpg,490,471,1,2,-1.0471,0.3589,-0.3907,0,30.0
circuit_1079.jpg,876,500,1,2,-0.3546,0.6231,0.5861,0,30.0
circuit_1079.jpg,272,529,0,1,-0.8986,0.3947,0.3712,0,30.0
circuit_1079.jpg,877,554,1,3,0.3939,3.05,0.5861,0,30.0
circuit_1079.jpg,850,555,1,2,-0.1653,0.78,0.5861,0,30.0
circuit_1079.jpg,314,588,1,2,-0.479,0.5503,0.5861,0,30.0
circuit_1079.jpg,88,606,0,3,0.1042,1.2162,0.5861,0,30.0
circuit_1079.jpg,112,607,0,2,-0.8947,0.3958,0.5861,0,30.0
circuit_1079.jpg,775,616,1,3,0.3129,2.1454,0.5861,0,30.0
circuit_1079.jpg,594,634,0,2,-0.2898,0.6691,0.5861,0,30.0
circuit_1079.jpg,512,636,0,3,0.2849,1.9463,0.5861,0,30.0
circuit_1079.jpg,772,642,1,2,-0.1989,0.7466,0.5861,0,30.0
circuit_1079.jpg,597,654,0,2,0.0411,1.0755,0.5861,0,30.0
circuit_1079.jpg,513,671,0,2,-0.6617,0.4697,0.5861,0,30.0
circuit_1079.jpg,770,676,1,2,-0.2531,0.6984,0.5861,0,30.0
circuit_1079.jpg,601,684,0,2,-0.2762,0.6797,0.5861,0,30.0
circuit_1079.jpg,603,694,0,2,-0.0828,0.8762,0.5861,0,30.0
circuit_1079.jpg,194,702,1,2,-0.1602,0.7853,0.5861,0,30.0
circuit_1079.jpg,609,727,0,2,-0.1213,0.8285,0.5861,0,30.0
circuit_1079.jpg,835,728,0,2,-0.2659,0.6879,0.5861,0,30.0
circuit_1079.jpg,652,733,0,3,-0.3419,0.6316,0.5861,0,30.0
circuit_1079.jpg,533,770,0,2,-0.2387,0.7106,0.5861,0,30.0
circuit_1079.jpg,309,772,1,2,-0.3563,0.6219,0.5861,0,30.0
circuit_1079.jpg,192,788,1,3,-0.1427,0.8042,0.5861,0,30.0
circuit_1079.jpg,650,791,0,3,0.2913,1.9882,0.5861,0,30.0
circuit_1079.jpg,771,793,0,3,-0.0195,0.9677,0.5861,0,30.0
circuit_1079.jpg,310,794,1,3,0.1472,1.3353,0.5861,0,30.0
circuit_1079.jpg,530,793,0,3,-0.1179,0.8325,0.5861,0,30.0
circuit_1079.jpg,810,795,0,2,-1.1396,0.3396,-0.9572,0,30.0
circuit_1079.jpg,881,796,0,4,0.218,1.5922,0.5861,0,30.0
circuit_1087.jpg,3,286,0,1,-0.5268,0.116,0.0691,0,3.0
circuit_1087.jpg,634,343,0,2,-0.4792,0.1261,0.0691,0,3.0
circuit_1087.jpg,345,345,1,2,-0.3207,0.1773,0.0691,0,3.0
circuit_1087.jpg,874,426,0,2,-0.9348,0.0689,0.0691,0,3.0
circuit_1087.jpg,641,436,0,3,-0.4067,0.1453,0.0691,0,3.0
circuit_1087.jpg,195,444,0,1,-0.7418,0.0852,0.0691,0,3.0
circuit_1087.jpg,394,444,1,2,-0.5024,0.1209,0.0691,0,3.0
circuit_1087.jpg,348,445,1,3,-0.4402,0.1357,0.0691,0,3.0
circuit_1087.jpg,871,585,0,2,-0.4108,0.144,0.0691,0,3.0
circuit_1087.jpg,598,600,0,3,-0.2083,0.2492,0.0691,0,3.0
circuit_1087.jpg,401,605,1,4,-0.2119,0.246,0.0691,0,3.0
circuit_1087.jpg,196,618,0,2,-0.3968,0.1484,0.0691,0,3.0
circuit_1087.jpg,2,738,0,2,-0.4848,0.1248,0.0691,0,3.0
circuit_1087.jpg,1022,740,0,1,-1.0156,0.0637,0.0691,0,3.0
circuit_1093.jpg,336,323,0,3,-0.5941,0.1054,0.07,0,3.0
circuit_1093.jpg,454,323,0,3,-0.4287,0.1404,0.07,0,3.0
circuit_1093.jpg,634,324,1,3,-0.296,0.1913,0.07,0,3.0
circuit_1093.jpg,825,323,1,2,-0.6375,0.0989,0.07,0,3.0
circuit_1093.jpg,594,326,1,2,-0.363,0.1617,0.07,0,3.0
circuit_1093.jpg,139,327,0,2,-0.1679,0.2943,0.07,0,3.0
circuit_1093.jpg,139,475,1,4,-0.1953,0.2638,0.07,0,3.0
circuit_1093.jpg,168,478,1,2,-0.5133,0.12,0.07,0,3.0
circuit_1093.jpg,184,480,1,2,-0.8966,0.0724,0.07,0,3.0
circuit_1093.jpg,244,483,1,2,-0.8318,0.0776,0.07,0,3.0
circuit_1093.jpg,340,489,1,4,-0.4005,0.1488,0.07,0,3.0
circuit_1093.jpg,836,490,1,4,-0.1999,0.2593,0.07,0,3.0
circuit_1093.jpg,459,495,1,4,-0.3817,0.155,0.07,0,3.0
circuit_1093.jpg,636,496,1,4,-0.1753,0.2853,0.07,0,3.0
circuit_1093.jpg,399,523,0,2,-0.2319,0.2319,0.07,0,3.0
circuit_1093.jpg,377,529,0,2,-0.1483,0.3207,0.07,0,3.0
circuit_1093.jpg,137,650,1,2,-0.5833,0.1071,0.07,0,3.0
circuit_1093.jpg,506,657,0,3,-1.1909,0.0555,0.07,0,3.0
circuit_1093.jpg,340,661,1,3,-0.419,0.1431,0.07,0,3.0
circuit_1093.jpg,494,661,1,3,-0.9625,0.0678,0.07,0,3.0
circuit_1093.jpg,308,662,0,2,-0.8376,0.0771,0.07,0,3.0
circuit_1093.jpg,408,662,1,2,-1.1981,0.0552,0.07,0,3.0
circuit_1093.jpg,452,663,1,3,-0.6899,0.0921,0.07,0,3.0
circuit_1093.jpg,512,665,0,2,-0.4922,0.1245,0.07,0,3.0
circuit_1093.jpg,573,668,1,2,-0.4829,0.1266,0.07,0,3.0
circuit_1093.jpg,636,668,1,3,-0.2984,0.19,0.07,0,3.0
circuit_1093.jpg,832,670,0,2,-0.5855,0.1068,0.07,0,3.0
circuit_1094.jpg,611,378,0,2,-0.2722,0.2209,0.0771,0,4.0
circuit_1094.jpg,538,428,0,4,-0.423,0.1543,0.0771,0,4.0
circuit_1094.jpg,515,424,0,3,-0.5725,0.1188,0.0771,0,4.0
circuit_1094.jpg,551,421,0,3,-0.612,0.1119,0.0771,0,4.0
circuit_1094.jpg,581,430,1,2,-0.3784,0.1693,0.0771,0,4.0
circuit_1094.jpg,552,430,0,4,-0.4314,0.1517,0.0771,0,4.0
circuit_1094.jpg,613,434,1,3,-0.3865,0.1664,0.0771,0,4.0
circuit_1094.jpg,514,436,0,2,-0.5028,0.133,0.0771,0,4.0
circuit_1094.jpg,792,471,1,3,-0.4176,0.156,0.0771,0,4.0
circuit_1094.jpg,614,475,1,3,-0.3804,0.1686,0.0771,0,4.0
circuit_1094.jpg,311,476,0,2,-0.3316,0.1887,0.0771,0,4.0
circuit_1094.jpg,788,588,1,2,-0.4074,0.1592,0.0771,0,4.0
circuit_1094.jpg,614,594,1,2,-0.7187,0.0969,0.0771,0,4.0
circuit_1094.jpg,570,596,1,2,-0.4386,0.1496,0.0771,0,4.0
circuit_1097.jpg,2,286,0,2,-0.5157,0.1561,0.0954,0,5.0
circuit_1097.jpg,492,289,0,3,-0.5341,0.1515,0.0954,0,5.0
circuit_1097.jpg,488,302,0,3,-0.5679,0.1438,0.0954,0,5.0
circuit_1097.jpg,777,349,0,2,-0.303,0.2394,0.0954,0,5.0
circuit_1097.jpg,542,363,0,3,-0.2551,0.2721,0.0954,0,5.0
circuit_1097.jpg,226,374,0,2,-0.3205,0.2294,0.0954,0,5.0
circuit_1097.jpg,796,478,0,2,-0.4146,0.187,0.0954,0,5.0
circuit_1097.jpg,576,544,0,1,-0.4904,0.1628,0.0954,0,5.0
circuit_1097.jpg,579,562,0,2,-0.3688,0.2055,0.0954,0,5.0
circuit_1097.jpg,802,565,0,2,-0.8179,0.1044,0.0954,0,5.0
circuit_1097.jpg,250,574,0,2,-0.4069,0.1899,0.0954,0,5.0
circuit_1097.jpg,251,582,0,2,-0.3796,0.2008,0.0954,0,5.0
circuit_1097.jpg,582,587,0,4,-0.3125,0.2338,0.0954,0,5.0
circuit_1097.jpg,585,610,0,2,-0.4578,0.1724,0.0954,0,5.0
circuit_1097.jpg,2,738,0,2,-0.3868,0.1978,0.0954,0,5.0
circuit_1097.jpg,1022,740,0,1,-0.9798,0.0887,0.0954,0,5.0
circuit_1111.jpg,865,117,0,2,-0.5224,0.1779,0.113,0,5.0
circuit_1111.jpg,150,148,0,2,-0.6793,0.1427,0.113,0,5.0
circuit_1111.jpg,210,152,0,3,-0.6205,0.1541,0.113,0,5.0
circuit_1111.jpg,865,182,0,2,-0.6567,0.1468,0.113,0,5.0
circuit_1111.jpg,682,196,0,3,-0.4086,0.2167,0.113,0,5.0
circuit_1111.jpg,418,197,0,2,-0.6578,0.1466,0.113,0,5.0
circuit_1111.jpg,460,198,0,3,-0.2916,0.2793,0.113,0,5.0
circuit_1111.jpg,966,223,1,2,-0.9165,0.1098,0.113,0,5.0
circuit_1111.jpg,866,225,0,3,-0.5731,0.1647,0.113,0,5.0
circuit_1111.jpg,267,237,0,2,-0.8694,0.115,0.113,0,5.0
circuit_1111.jpg,575,478,1,2,-0.7663,0.1285,0.113,0,5.0
circuit_1111.jpg,362,536,0,1,-0.4419,0.2037,0.113,0,5.0
circuit_1111.jpg,384,538,0,2,-0.6308,0.152,0.113,0,5.0
circuit_1111.jpg,424,542,0,2,-0.6055,0.1573,0.113,0,5.0
circuit_1111.jpg,452,544,0,2,-0.6411,0.1499,0.113,0,5.0
circuit_1111.jpg,466,547,1,3,-0.7357,0.1332,0.113,0,5.0
circuit_1111.jpg,580,549,1,4,-0.5893,0.1609,0.113,0,5.0
circuit_1111.jpg,594,550,0,2,-0.5513,0.1701,0.113,0,5.0
circuit_1111.jpg,754,550,0,3,-0.3966,0.2218,0.113,0,5.0
circuit_1111.jpg,674,551,0,1,-1.4323,0.0731,0.113,0,5.0
circuit_1111.jpg,963,571,1,3,-0.4128,0.2149,0.113,0,5.0
circuit_1111.jpg,252,585,0,3,-0.2837,0.2849,0.113,0,5.0
circuit_1111.jpg,746,612,0,2,-0.3804,0.2291,0.113,0,5.0
circuit_1111.jpg,432,614,1,1,-0.7521,0.1306,0.113,0,5.0
circuit_1111.jpg,465,613,1,2,-0.4286,0.2087,0.113,0,5.0
circuit_1111.jpg,961,704,0,2,-0.6909,0.1406,0.113,0,5.0
circuit_1111.jpg,798,810,0,2,-0.7075,0.1377,0.113,0,5.0
circuit_1111.jpg,836,813,0,2,-0.4888,0.1878,0.113,0,5.0
circuit_1111.jpg,604,868,0,1,-0.5799,0.1631,0.113,0,5.0
circuit_1111.jpg,674,868,0,3,-0.3157,0.2637,0.113,0,5.0
circuit_1111.jpg,836,886,0,2,-0.2057,0.3546,0.113,0,5.0
circuit_1111.jpg,956,888,0,3,-0.3237,0.2588,0.113,0,5.0
circuit_1121.jpg,416,386,1,3,-0.6328,0.0776,0.0533,0,2.0
circuit_1121.jpg,635,385,1,2,-0.6791,0.0727,0.0533,0,2.0
circuit_1121.jpg,648,619,1,2,-0.5047,0.0955,0.0533,0,2.0
circuit_1121.jpg,416,622,1,4,-0.3308,0.1387,0.0533,0,2.0
circuit_1122.jpg,121,350,0,2,-0.4632,0.0907,0.0462,0,2.0
circuit_1122.jpg,296,353,0,2,-0.58,0.0738,0.0462,0,2.0
circuit_1122.jpg,331,356,1,3,-0.5414,0.0787,0.0462,0,2.0
circuit_1122.jpg,520,357,1,3,-0.4293,0.0972,0.0462,0,2.0
